day_of_week,crime_count
5,0.3654390934844193
6,0.29178470254957506
5,0.1274787535410765
6,0.28895184135977336
7,0.29745042492917845
1,0.17563739376770537
2,0.18980169971671387
3,0.36827195467422097
4,0.6175637393767706
5,0.46742209631728043
6,0.5552407932011332
7,0.43342776203966005
1,0.46458923512747874
2,0.7025495750708215
3,0.5694050991501416
4,0.5864022662889519
5,0.7223796033994334
6,0.5977337110481586
7,0.28611898016997167
1,0.31444759206798867
2,0.36827195467422097
3,0.28895184135977336
4,0.45325779036827196
5,0.47875354107648727
6,0.2577903682719547
7,0.05099150141643059
3,0.0906515580736544
4,0.0764872521246459
5,0.43059490084985835
6,0.37960339943342775
7,0.19830028328611898
1,0.17563739376770537
2,0.23796033994334279
3,0.17280453257790368
4,0.18696883852691218
5,0.24645892351274787
6,0.14730878186968838
7,0.019830028328611898
2,0.14730878186968838
5,0.3031161473087819
6,0.3031161473087819
7,0.13314447592067988
1,0.0764872521246459
2,0.23512747875354106
3,0.0764872521246459
5,0.26345609065155806
6,0.0
7,0.603399433427762
1,0.32011331444759206
2,0.2577903682719547
3,0.04815864022662889
4,0.19263456090651557
5,0.4730878186968839
6,0.43059490084985835
7,0.22662889518413598
1,0.5127478753541076
2,0.5920679886685553
3,0.5694050991501416
4,0.5864022662889519
5,0.7620396600566572
6,0.71671388101983
7,0.6628895184135978
1,0.6628895184135978
2,0.4164305949008499
3,0.41076487252124644
4,0.48725212464589235
5,0.6572237960339944
6,0.40793201133144474
7,0.31444759206798867
1,0.13314447592067988
2,0.26628895184135976
3,0.5070821529745042
4,0.3937677053824363
5,0.5127478753541076
6,0.31728045325779036
7,0.2096317280453258
1,0.49291784702549574
2,0.4192634560906516
4,0.7053824362606232
5,0.46742209631728043
6,0.42209631728045327
7,0.3626062322946176
1,0.37110481586402266
2,0.1643059490084986
3,0.37960339943342775
4,0.29178470254957506
5,0.47875354107648727
6,0.49575070821529743
7,0.6458923512747875
1,0.5382436260623229
2,0.6288951841359773
3,0.7280453257790368
4,0.40509915014164305
5,0.6798866855524079
6,0.6345609065155807
7,0.4475920679886686
1,0.5609065155807366
2,0.3342776203966006
3,0.3881019830028329
4,0.5297450424929179
5,0.6118980169971672
6,0.42492917847025496
7,0.49008498583569404
1,0.4985835694050991
2,0.49291784702549574
3,0.6260623229461756
4,0.34277620396600567
6,0.40226628895184136
7,0.56657223796034
1,0.6628895184135978
2,0.43059490084985835
3,0.5495750708215298
4,0.7960339943342776
5,0.7422096317280453
6,0.39660056657223797
7,0.5552407932011332
1,0.5779036827195467
2,0.6005665722379604
3,0.6317280453257791
4,0.5949008498583569
5,0.7847025495750708
6,0.9546742209631728
7,0.8243626062322946
1,0.603399433427762
2,0.46175637393767704
3,0.5240793201133145
4,0.56657223796034
5,0.7903682719546742
6,0.71671388101983
7,0.40226628895184136
1,0.46175637393767704
2,0.6373937677053825
3,0.546742209631728
4,0.7223796033994334
5,0.8016997167138811
6,0.49291784702549574
7,0.34277620396600567
2,0.6430594900849859
3,0.6628895184135978
4,0.4985835694050991
5,0.6827195467422096
6,0.603399433427762
7,0.5524079320113314
1,0.3881019830028329
2,0.5297450424929179
3,0.7025495750708215
4,0.7337110481586402
5,0.8016997167138811
6,0.7592067988668555
7,0.7138810198300283
1,0.5524079320113314
2,0.8555240793201133
3,0.5042492917847026
4,0.6317280453257791
5,0.6487252124645893
6,0.6260623229461756
7,0.6742209631728046
1,0.6657223796033994
2,0.5297450424929179
3,0.5184135977337111
4,0.6770538243626062
5,0.6770538243626062
6,0.5042492917847026
7,0.7138810198300283
1,0.5864022662889519
2,0.5779036827195467
3,0.9773371104815864
4,0.6005665722379604
5,0.6317280453257791
6,0.8498583569405099
7,1.0
1,0.6005665722379604
2,0.44192634560906513
3,0.49008498583569404
4,0.3597733711048159
5,0.5495750708215298
6,0.71671388101983
7,0.7252124645892352
1,0.6713881019830028
2,0.4702549575070821
3,0.7082152974504249
4,0.3626062322946176
5,0.7932011331444759
6,0.6543909348441926
7,0.6203966005665722
1,0.660056657223796
2,0.6572237960339944
3,0.6487252124645893
4,0.7507082152974505
5,0.9121813031161473
6,0.8130311614730878
7,0.7280453257790368
1,0.8215297450424929
2,0.6288951841359773
3,0.6203966005665722
4,0.6515580736543909
5,0.6713881019830028
7,0.7847025495750708
1,0.5212464589235127
2,0.6118980169971672
3,0.6430594900849859
4,0.7478753541076487
5,0.8328611898016998
6,0.8611898016997167
7,0.56657223796034
1,0.7478753541076487
2,0.6968838526912181
3,0.6090651558073654
4,0.6770538243626062
5,0.7450424929178471
6,0.7960339943342776
7,0.9065155807365439
1,0.5552407932011332
2,0.6147308781869688
3,0.7025495750708215
4,0.8356940509915014
5,0.886685552407932
6,0.8498583569405099
7,0.7393767705382436
1,0.5070821529745042
2,0.6288951841359773
3,0.6997167138810199
4,0.6203966005665722
5,0.7393767705382436
6,0.6118980169971672
7,0.7223796033994334
1,0.56657223796034
3,0.7252124645892352
4,0.9348441926345609
5,0.7648725212464589
6,0.6288951841359773
7,0.773371104815864
1,0.7450424929178471
2,0.48725212464589235
3,0.4702549575070821
4,0.32294617563739375
5,0.41359773371104813
6,0.5070821529745042
7,0.5354107648725213
1,0.6968838526912181
2,0.7592067988668555
3,0.6260623229461756
4,0.48725212464589235
5,0.6968838526912181
6,0.6997167138810199
7,0.7535410764872521
1,0.5382436260623229
2,0.6572237960339944
3,0.8186968838526912
4,0.49008498583569404
5,0.7535410764872521
6,0.6997167138810199
7,0.7308781869688386
1,0.5892351274787535
2,0.35410764872521244
3,0.37677053824362605
4,0.9773371104815864
5,0.7195467422096318
6,0.46458923512747874
7,0.3087818696883853
1,0.5949008498583569
2,0.5864022662889519
3,0.49008498583569404
4,0.44192634560906513
5,0.7082152974504249
6,0.5212464589235127
7,0.5382436260623229
1,0.5297450424929179
2,0.5552407932011332
3,0.6203966005665722
4,0.7677053824362606
5,0.5354107648725213
6,0.45609065155807366
7,0.36827195467422097
1,0.6883852691218131
2,0.6798866855524079
3,0.7053824362606232
4,0.6487252124645893
5,0.6572237960339944
6,0.623229461756374
7,0.5184135977337111
1,0.6685552407932012
2,0.3002832861189802
3,0.3881019830028329
4,0.35127478753541075
5,0.6543909348441926
6,0.4985835694050991
1,0.6798866855524079
2,0.5779036827195467
3,0.6968838526912181
4,0.5920679886685553
5,0.5722379603399433
6,0.41359773371104813
7,0.45325779036827196
1,0.3937677053824363
2,0.26912181303116145
3,0.40509915014164305
4,0.4192634560906516
5,0.37960339943342775
6,0.42776203966005666
7,0.5014164305949008
1,0.5637393767705382
2,0.34844192634560905
3,0.3937677053824363
4,0.42776203966005666
5,0.47875354107648727
1,0.29745042492917845
2,0.17563739376770537
3,0.21246458923512748
4,0.1274787535410765
5,0.19263456090651557
6,0.32011331444759206
7,0.18980169971671387
1,0.34844192634560905
2,0.7138810198300283
3,0.48441926345609065
4,0.46742209631728043
5,0.43909348441926344
6,0.45892351274787535
7,0.40226628895184136
1,0.40793201133144474
2,0.5325779036827195
3,0.39660056657223797
4,0.41359773371104813
5,0.5580736543909348
6,0.5864022662889519
7,0.3002832861189802
1,0.5495750708215298
2,0.7053824362606232
3,0.5014164305949008
4,0.5184135977337111
5,0.3059490084985836
6,0.34277620396600567
7,0.4192634560906516
1,0.29745042492917845
2,0.42209631728045327
3,0.5920679886685553
4,0.36827195467422097
6,0.26912181303116145
7,0.23229461756373937
2,0.2237960339943343
3,0.1643059490084986
4,0.18696883852691218
6,0.018461538461538463
7,0.1476923076923077
1,0.1723076923076923
2,0.1753846153846154
3,0.17846153846153845
4,0.4246153846153846
5,0.5353846153846153
6,0.24615384615384617
7,0.08307692307692308
3,0.25846153846153846
4,0.5046153846153846
5,0.5046153846153846
6,0.2523076923076923
2,0.12307692307692308
3,0.15076923076923077
4,0.19692307692307692
5,0.40307692307692305
6,0.4676923076923077
7,0.3261538461538461
1,0.5353846153846153
2,0.2153846153846154
3,0.3046153846153846
4,0.56
5,0.5415384615384615
6,0.5323076923076923
7,0.2923076923076923
1,0.8707692307692307
2,0.13538461538461538
3,0.3446153846153846
4,0.3076923076923077
5,0.27692307692307694
6,0.38769230769230767
7,0.14461538461538462
1,0.0
4,0.036923076923076927
5,0.23692307692307693
6,0.08307692307692308
2,0.16923076923076924
3,0.21846153846153846
4,0.3415384615384615
5,0.6307692307692307
6,0.40615384615384614
7,0.42153846153846153
1,0.2123076923076923
2,0.18461538461538463
3,0.024615384615384615
4,0.39692307692307693
5,0.5230769230769231
6,0.37538461538461537
7,0.16923076923076924
1,0.23384615384615384
2,0.76
3,0.12
4,0.14461538461538462
5,0.4123076923076923
6,0.4
7,0.4430769230769231
1,0.6923076923076923
2,0.4707692307692308
3,0.3353846153846154
4,0.4492307692307692
5,0.5015384615384615
6,0.5415384615384615
7,0.17846153846153845
1,0.3507692307692308
2,0.44
3,0.5384615384615384
4,0.5169230769230769
5,0.68
6,0.39692307692307693
7,0.3569230769230769
1,0.39692307692307693
2,0.4676923076923077
3,0.3569230769230769
4,0.3292307692307692
5,0.4523076923076923
6,0.5076923076923077
7,0.18769230769230769
1,0.5261538461538462
2,0.52
3,0.4492307692307692
4,0.5661538461538461
5,0.796923076923077
6,0.24923076923076923
7,0.41846153846153844
1,0.28
2,0.3292307692307692
3,0.27692307692307694
4,0.5292307692307693
5,0.1723076923076923
6,0.36615384615384616
7,0.4123076923076923
1,0.3261538461538461
2,0.40307692307692305
3,0.4461538461538462
4,0.3723076923076923
5,0.7415384615384616
6,0.5046153846153846
7,0.4246153846153846
1,0.5169230769230769
2,0.40923076923076923
3,0.36923076923076925
4,0.4430769230769231
5,0.49538461538461537
6,0.38153846153846155
7,0.5723076923076923
1,0.5784615384615385
2,0.37846153846153846
3,0.28
4,0.49846153846153846
5,0.4584615384615385
6,0.1076923076923077
7,0.7692307692307693
1,0.5753846153846154
2,0.5076923076923077
3,0.3446153846153846
4,0.40307692307692305
5,0.6892307692307692
6,0.5292307692307693
7,0.48923076923076925
1,0.49846153846153846
2,0.44
3,0.5784615384615385
4,0.36923076923076925
5,0.7323076923076923
6,0.4707692307692308
7,0.52
1,0.6523076923076923
2,0.37538461538461537
3,0.7107692307692308
4,0.6
5,0.7230769230769231
6,0.683076923076923
7,0.5538461538461539
1,0.6523076923076923
2,0.7169230769230769
3,0.4646153846153846
4,0.6061538461538462
5,0.7076923076923077
6,0.68
7,0.7015384615384616
1,0.7692307692307693
2,0.5723076923076923
4,0.7076923076923077
5,0.7753846153846153
6,0.7907692307692308
7,0.6369230769230769
1,0.683076923076923
2,0.5661538461538461
3,0.5353846153846153
4,0.48307692307692307
5,0.6
6,0.7569230769230769
7,0.8676923076923077
1,0.6892307692307692
2,0.8153846153846154
3,0.676923076923077
4,0.7723076923076924
5,0.8
6,0.5938461538461538
7,0.7415384615384616
1,0.8830769230769231
2,0.7846153846153846
3,0.5507692307692308
4,0.7107692307692308
5,0.7292307692307692
6,0.7476923076923077
7,0.6307692307692307
1,0.6184615384615385
2,0.6061538461538462
3,0.72
4,0.8523076923076923
6,0.5723076923076923
7,0.6523076923076923
1,0.8553846153846154
2,1.0
3,0.5292307692307693
4,0.676923076923077
5,0.68
6,0.48923076923076925
7,0.5846153846153846
1,0.40307692307692305
2,0.6461538461538462
3,0.48
4,0.6123076923076923
5,0.8492307692307692
6,0.6461538461538462
7,0.6738461538461539
1,0.7046153846153846
2,0.68
3,0.7846153846153846
4,0.6615384615384615
5,0.683076923076923
6,0.7507692307692307
7,0.676923076923077
1,0.7907692307692308
2,0.9446153846153846
3,0.6923076923076923
4,0.6276923076923077
5,0.7138461538461538
7,0.7476923076923077
1,0.963076923076923
2,0.6861538461538461
3,0.6215384615384615
4,0.6861538461538461
5,0.9015384615384615
6,0.7938461538461539
7,0.8246153846153846
1,0.72
2,0.47692307692307695
3,0.4676923076923077
4,0.8676923076923077
5,0.5415384615384615
6,0.7907692307692308
7,0.84
1,0.8430769230769231
2,0.7569230769230769
3,0.8984615384615384
4,0.6061538461538462
5,0.6861538461538461
6,0.8430769230769231
7,0.6646153846153846
1,0.48615384615384616
2,0.563076923076923
3,0.7784615384615384
4,0.6153846153846154
5,0.7169230769230769
6,0.7661538461538462
7,0.7230769230769231
1,0.9661538461538461
2,0.5753846153846154
3,0.6461538461538462
5,0.7046153846153846
6,0.8
7,0.6430769230769231
1,0.7753846153846153
2,0.5876923076923077
3,0.4707692307692308
4,0.6923076923076923
5,0.7630769230769231
6,0.6061538461538462
7,0.5784615384615385
1,0.6861538461538461
2,0.6646153846153846
3,0.7692307692307693
4,0.7784615384615384
5,0.7292307692307692
6,0.8123076923076923
7,0.6492307692307693
1,0.4369230769230769
2,0.683076923076923
3,0.49538461538461537
4,0.803076923076923
5,0.8461538461538461
6,0.8092307692307692
7,0.7353846153846154
1,0.5969230769230769
2,0.5076923076923077
3,0.2
4,0.40615384615384614
5,0.6215384615384615
6,0.8984615384615384
7,0.42153846153846153
1,0.6215384615384615
2,0.5323076923076923
3,0.7230769230769231
4,0.5661538461538461
5,0.9015384615384615
6,0.4461538461538462
7,0.3446153846153846
1,0.47384615384615386
2,0.39076923076923076
3,0.5415384615384615
4,0.38153846153846155
5,0.7723076923076924
6,0.7784615384615384
7,0.676923076923077
1,0.76
2,0.6276923076923077
3,0.4369230769230769
4,0.4523076923076923
5,0.5846153846153846
6,0.6276923076923077
7,0.6615384615384615
1,0.6153846153846154
2,0.5107692307692308
3,0.39692307692307693
4,0.49538461538461537
5,0.7138461538461538
6,0.803076923076923
7,0.6646153846153846
1,0.9138461538461539
3,0.5507692307692308
4,0.6553846153846153
5,0.6553846153846153
6,0.7723076923076924
7,0.563076923076923
1,0.5169230769230769
2,0.2276923076923077
3,0.3384615384615385
4,0.4707692307692308
5,0.7015384615384616
6,0.6461538461538462
7,0.27692307692307694
1,0.3076923076923077
2,0.4369230769230769
3,0.6153846153846154
4,0.7415384615384616
5,0.6892307692307692
6,0.3292307692307692
7,0.28615384615384615
1,0.3476923076923077
2,0.4707692307692308
3,0.39692307692307693
5,0.36615384615384616
6,0.4584615384615385
7,0.37846153846153846
1,0.37846153846153846
2,0.39384615384615385
3,0.39076923076923076
4,0.7753846153846153
5,0.8153846153846154
6,0.5784615384615385
7,0.07692307692307693
1,0.3323076923076923
2,0.3630769230769231
3,0.27692307692307694
4,0.11076923076923077
5,0.30153846153846153
6,0.12923076923076923
1,0.18153846153846154
2,0.015384615384615385
3,0.12307692307692308
4,0.03076923076923077
5,0.38461538461538464
6,0.13538461538461538
1,0.27692307692307694
2,0.37846153846153846
3,0.48923076923076925
4,0.40615384615384614
5,0.48615384615384616
6,0.10461538461538461
1,0.23692307692307693
2,0.28615384615384615
