day_of_week,temp,rain_drizzle,crime_count
7,55.2,0.0,0.3446153846153846
1,57.16666666666666,0.0,0.47384615384615386
2,63.96666666666667,1.0,0.39076923076923076
3,62.76666666666667,1.0,0.5415384615384615
4,48.9,1.0,0.38153846153846155
5,51.0,0.0,0.7723076923076924
6,58.96666666666667,1.0,0.7784615384615384
7,68.3,1.0,0.676923076923077
1,72.06666666666666,0.0,0.76
2,73.8,0.0,0.6276923076923077
3,59.9,0.0,0.4369230769230769
4,56.1,1.0,0.4523076923076923
5,48.53333333333333,0.0,0.5846153846153846
6,46.6,0.0,0.6276923076923077
7,55.333333333333336,0.0,0.6615384615384615
1,54.0,0.0,0.6153846153846154
2,45.9,1.0,0.5107692307692308
3,47.633333333333326,1.0,0.39692307692307693
4,48.4,1.0,0.49538461538461537
5,49.43333333333334,0.0,0.7138461538461538
6,66.03333333333333,0.0,0.803076923076923
7,55.53333333333333,1.0,0.6646153846153846
1,48.833333333333336,0.0,0.9138461538461539
1,51.36666666666667,1.0,0.8947368421052632
2,45.8,1.0,0.3223684210526316
3,47.0,0.0,0.4868421052631579
4,47.9,0.0,0.4934210526315789
5,47.93333333333334,0.0,0.6842105263157895
6,49.46666666666667,1.0,0.40131578947368424
7,47.43333333333334,0.0,0.12828947368421054
1,45.4,0.0,0.375
2,47.76666666666667,1.0,0.3815789473684211
3,54.833333333333336,1.0,0.23684210526315788
4,54.13333333333333,1.0,0.48026315789473684
5,57.5,0.0,0.8486842105263158
6,61.4,0.0,0.4375
7,62.46666666666667,0.0,0.3980263157894737
1,62.96666666666667,0.0,0.9210526315789473
2,75.13333333333334,1.0,0.5164473684210527
3,77.8,0.0,0.8026315789473685
4,74.93333333333334,1.0,0.6052631578947368
5,48.5,1.0,0.6085526315789473
6,52.76666666666667,1.0,0.24013157894736842
7,61.8,1.0,0.6578947368421053
1,58.1,0.0,0.6776315789473685
2,60.76666666666667,1.0,0.4868421052631579
3,56.26666666666667,1.0,0.5625
4,57.36666666666667,1.0,0.5657894736842105
5,59.86666666666667,1.0,0.5789473684210527
6,62.1,1.0,0.6875
7,66.16666666666667,1.0,0.375
1,68.66666666666667,0.0,0.5822368421052632
2,64.5,1.0,0.7335526315789473
3,63.5,1.0,0.4868421052631579
4,65.7,0.0,1.0
5,69.86666666666667,0.0,0.8223684210526315
6,73.26666666666667,0.0,0.7631578947368421
7,79.63333333333333,0.0,0.7532894736842105
1,69.73333333333333,0.0,0.48026315789473684
2,63.4,0.0,0.7730263157894737
3,65.56666666666666,0.0,0.6480263157894737
4,68.13333333333334,0.0,0.5855263157894737
5,74.33333333333333,1.0,0.7401315789473685
6,75.06666666666666,0.0,0.6381578947368421
7,81.2,0.0,0.7302631578947368
1,83.8,0.0,0.4967105263157895
2,79.63333333333334,1.0,0.7171052631578947
3,76.7,1.0,0.5855263157894737
4,75.73333333333333,1.0,0.7631578947368421
5,76.56666666666666,1.0,0.8026315789473685
6,78.93333333333334,1.0,0.7763157894736842
7,74.83333333333333,1.0,0.6414473684210527
1,70.33333333333333,1.0,0.506578947368421
2,66.66666666666667,1.0,0.6973684210526315
3,67.33333333333333,0.0,0.6414473684210527
4,78.39999999999999,1.0,0.7467105263157895
5,76.10000000000001,1.0,0.6151315789473685
6,69.60000000000001,0.0,0.75
7,64.39999999999999,0.0,0.6743421052631579
1,63.86666666666667,0.0,0.6447368421052632
2,64.13333333333333,0.0,0.5953947368421053
3,67.93333333333334,1.0,0.3815789473684211
4,75.63333333333334,1.0,0.6085526315789473
5,72.8,1.0,0.6151315789473685
7,73.8,1.0,0.6217105263157895
1,73.23333333333333,0.0,0.8980263157894737
2,73.26666666666667,0.0,0.6743421052631579
3,76.43333333333334,0.0,0.881578947368421
4,80.33333333333333,0.0,0.625
5,80.39999999999999,1.0,0.5493421052631579
6,70.43333333333334,0.0,0.5526315789473685
7,72.5,0.0,0.7631578947368421
1,76.83333333333333,1.0,0.618421052631579
2,76.96666666666667,1.0,0.5855263157894737
3,75.93333333333334,1.0,0.32894736842105265
4,77.7,1.0,0.7532894736842105
5,71.3,0.0,0.680921052631579
6,69.5,0.0,0.9802631578947368
7,71.53333333333333,1.0,0.7269736842105263
1,67.96666666666667,0.0,0.8421052631578947
2,73.23333333333333,0.0,0.6611842105263158
3,79.26666666666667,0.0,0.5855263157894737
4,76.36666666666666,1.0,0.5592105263157895
5,79.7,1.0,0.5493421052631579
6,77.3,1.0,0.5394736842105263
7,79.3,1.0,0.8256578947368421
1,70.96666666666665,0.0,0.6282894736842105
2,71.03333333333333,0.0,0.8519736842105263
3,74.63333333333334,0.0,0.5296052631578947
4,77.10000000000001,1.0,0.6546052631578947
5,73.36666666666666,0.0,0.8552631578947368
6,71.33333333333333,0.0,0.6875
7,72.43333333333334,0.0,0.7467105263157895
1,74.83333333333333,0.0,0.6677631578947368
3,75.8,0.0,0.6019736842105263
4,75.0,1.0,0.8486842105263158
7,69.8,0.0,0.9013157894736842
1,68.93333333333334,0.0,0.5986842105263158
2,68.8,0.0,0.5822368421052632
3,72.3,0.0,0.5855263157894737
4,73.23333333333333,0.0,0.6546052631578947
5,72.39999999999999,0.0,0.5723684210526315
6,68.56666666666668,0.0,0.7302631578947368
7,67.66666666666667,0.0,0.45723684210526316
1,72.13333333333334,0.0,0.7368421052631579
2,74.96666666666667,0.0,0.6710526315789473
3,75.39999999999999,1.0,0.6710526315789473
4,77.39999999999999,1.0,0.5822368421052632
5,74.36666666666666,0.0,0.881578947368421
6,73.86666666666666,0.0,0.9901315789473685
7,74.83333333333333,1.0,0.6085526315789473
1,78.23333333333333,1.0,0.5361842105263158
2,74.93333333333334,1.0,0.6217105263157895
3,68.8,0.0,0.5131578947368421
4,65.93333333333334,0.0,0.6907894736842105
5,63.06666666666667,0.0,0.5953947368421053
6,66.5,0.0,0.618421052631579
7,68.83333333333333,1.0,0.5427631578947368
1,69.43333333333334,1.0,0.3190789473684211
2,68.36666666666667,1.0,0.4375
3,69.36666666666666,0.0,0.6480263157894737
4,69.26666666666667,0.0,0.4769736842105263
6,62.0,0.0,0.5953947368421053
7,67.23333333333333,1.0,0.5460526315789473
1,71.93333333333334,1.0,0.41118421052631576
2,63.833333333333336,1.0,0.375
3,57.6,0.0,0.1875
4,59.36666666666667,0.0,0.4506578947368421
5,61.93333333333334,1.0,0.3651315789473684
6,63.0,0.0,0.4769736842105263
7,60.7,0.0,0.4868421052631579
1,61.46666666666667,0.0,0.32894736842105265
2,64.39999999999999,0.0,0.4440789473684211
3,65.76666666666667,1.0,0.3782894736842105
4,66.7,0.0,0.47039473684210525
5,72.83333333333333,0.0,0.7138157894736842
6,76.2,0.0,0.7730263157894737
7,76.46666666666667,0.0,0.7269736842105263
1,68.60000000000001,0.0,0.5953947368421053
2,69.66666666666667,1.0,0.3848684210526316
3,74.53333333333333,0.0,0.7763157894736842
4,82.23333333333333,0.0,0.7105263157894737
5,82.8,0.0,0.680921052631579
6,81.86666666666667,0.0,0.7861842105263158
7,80.36666666666666,0.0,0.7236842105263158
1,78.8,0.0,0.7598684210526315
2,79.63333333333334,0.0,0.5197368421052632
3,70.39999999999999,0.0,0.4440789473684211
4,62.26666666666667,0.0,0.4144736842105263
5,62.79999999999999,0.0,0.7203947368421053
6,60.73333333333333,0.0,0.5098684210526315
7,59.06666666666666,0.0,0.8585526315789473
1,68.60000000000001,0.0,0.5296052631578947
2,71.83333333333333,0.0,0.48355263157894735
3,70.46666666666667,1.0,0.4967105263157895
4,65.33333333333333,0.0,0.5131578947368421
5,64.8,1.0,0.5164473684210527
6,69.93333333333334,1.0,0.3980263157894737
7,64.39999999999999,0.0,0.41776315789473684
1,65.8,0.0,0.5098684210526315
2,63.26666666666667,1.0,0.3684210526315789
3,58.86666666666667,1.0,0.08552631578947369
4,57.333333333333336,1.0,0.5723684210526315
5,61.13333333333333,0.0,0.5855263157894737
6,64.33333333333333,1.0,0.18421052631578946
7,60.36666666666667,1.0,0.15789473684210525
1,51.63333333333333,0.0,0.5657894736842105
2,55.833333333333336,0.0,0.42105263157894735
3,58.4,0.0,0.6019736842105263
4,60.03333333333333,0.0,0.6019736842105263
5,62.13333333333333,0.0,0.8486842105263158
6,66.8,0.0,0.7335526315789473
7,65.63333333333333,1.0,0.4868421052631579
1,52.73333333333333,1.0,0.4901315789473684
2,47.5,1.0,0.3223684210526316
3,43.9,0.0,0.40460526315789475
4,46.13333333333333,0.0,0.5394736842105263
5,44.833333333333336,0.0,0.75
6,38.333333333333336,1.0,0.4144736842105263
7,39.4,0.0,0.34539473684210525
1,44.16666666666666,0.0,0.3848684210526316
2,37.66666666666666,0.0,0.5493421052631579
3,76.3,1.0,0.6485714285714286
4,65.26666666666667,1.0,0.5142857142857142
5,66.73333333333333,1.0,0.72
6,68.5,0.0,0.8314285714285714
7,61.833333333333336,0.0,0.44
1,58.43333333333334,0.0,0.6942857142857143
2,67.7,0.0,0.6942857142857143
3,69.7,1.0,0.6571428571428571
4,65.63333333333333,0.0,0.62
5,53.53333333333333,1.0,0.47714285714285715
6,48.0,1.0,0.3914285714285714
7,53.3,1.0,0.3657142857142857
1,62.7,1.0,0.6457142857142857
2,63.1,1.0,0.5171428571428571
3,60.76666666666667,0.0,0.5628571428571428
4,62.5,0.0,0.6685714285714286
5,56.4,1.0,0.68
6,60.5,1.0,0.5628571428571428
7,51.36666666666667,1.0,0.5771428571428572
1,54.1,1.0,0.4342857142857143
2,59.3,1.0,0.6714285714285714
3,62.46666666666667,0.0,0.6257142857142857
4,70.3,0.0,0.7371428571428571
5,76.96666666666665,0.0,0.6942857142857143
6,77.96666666666667,1.0,0.8371428571428572
7,82.23333333333333,0.0,0.9142857142857143
1,82.23333333333333,0.0,0.9314285714285714
2,76.13333333333333,0.0,0.8942857142857142
3,76.3,1.0,0.8142857142857143
4,76.96666666666667,1.0,0.8
6,59.46666666666667,0.0,0.7371428571428571
7,66.93333333333334,1.0,0.78
1,67.03333333333333,0.0,0.6514285714285715
2,66.60000000000001,1.0,0.5428571428571428
3,61.9,1.0,0.7228571428571429
4,72.2,0.0,0.5857142857142857
5,63.96666666666666,1.0,0.6057142857142858
6,65.60000000000001,1.0,0.7257142857142858
7,64.5,1.0,0.4828571428571429
1,64.36666666666666,1.0,0.5342857142857143
2,70.43333333333334,0.0,0.6628571428571428
3,74.53333333333333,0.0,0.54
4,71.60000000000001,0.0,0.56
5,74.7,0.0,0.8028571428571428
6,80.8,1.0,0.7542857142857143
7,85.13333333333334,0.0,0.76
1,85.89999999999999,0.0,0.8142857142857143
2,71.76666666666667,1.0,0.6657142857142857
3,69.73333333333333,1.0,0.9457142857142857
4,66.23333333333333,1.0,0.3
5,63.16666666666666,1.0,0.46
6,67.33333333333333,1.0,0.7914285714285715
7,72.36666666666667,0.0,0.88
1,69.33333333333333,0.0,0.8342857142857143
2,73.56666666666666,1.0,0.6657142857142857
3,72.8,1.0,0.76
4,75.10000000000001,0.0,0.7428571428571429
5,81.7,0.0,0.6228571428571429
6,86.06666666666666,0.0,0.8714285714285714
1,76.53333333333335,0.0,0.8514285714285714
2,76.93333333333334,0.0,0.7542857142857143
3,82.56666666666668,0.0,0.7628571428571429
4,79.7,1.0,0.8
5,73.7,0.0,0.94
6,70.06666666666666,0.0,0.7685714285714286
7,73.53333333333333,0.0,0.7514285714285714
1,78.13333333333334,0.0,0.6857142857142857
2,80.93333333333334,0.0,0.7085714285714285
3,76.96666666666667,0.0,0.5
4,77.5,0.0,0.6742857142857143
5,80.26666666666667,0.0,0.7342857142857143
6,77.36666666666666,1.0,0.6457142857142857
7,79.89999999999999,0.0,0.7142857142857143
1,81.16666666666667,1.0,0.64
2,75.86666666666666,0.0,0.5228571428571429
3,71.33333333333333,0.0,0.7942857142857143
4,74.5,0.0,0.6171428571428571
5,75.2,1.0,0.7457142857142857
6,70.76666666666667,1.0,0.68
7,70.86666666666666,1.0,0.6657142857142857
1,72.3,0.0,0.8142857142857143
2,74.36666666666666,0.0,0.6742857142857143
3,77.53333333333333,0.0,0.7057142857142857
4,76.13333333333333,0.0,0.6828571428571428
5,69.93333333333334,0.0,0.68
6,70.06666666666666,0.0,0.7028571428571428
7,70.66666666666667,0.0,0.6114285714285714
1,70.53333333333333,0.0,0.6285714285714286
2,72.06666666666666,1.0,0.7657142857142857
4,75.8,0.0,0.8342857142857143
5,75.3,0.0,0.94
6,81.2,0.0,0.9771428571428571
7,83.16666666666667,0.0,0.8514285714285714
1,78.2,1.0,0.6885714285714286
2,75.43333333333334,1.0,0.6371428571428571
3,73.5,1.0,0.6571428571428571
4,76.8,0.0,0.5914285714285714
5,76.5,1.0,0.8457142857142858
6,77.23333333333333,0.0,0.8514285714285714
7,77.60000000000001,0.0,0.8028571428571428
1,76.0,0.0,0.7485714285714286
2,78.06666666666666,0.0,0.7628571428571429
3,78.53333333333333,0.0,0.68
4,76.56666666666666,0.0,0.7828571428571428
5,74.56666666666666,1.0,0.7057142857142857
6,74.89999999999999,0.0,1.0
7,74.93333333333334,0.0,0.66
1,74.66666666666667,1.0,0.5314285714285715
2,71.96666666666665,1.0,0.45714285714285713
