date,mo,temp,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
2016-01-01,01,24.433333333333334,16.966666666666665,1023.6500000000001,999.3333333333334,9.700000000000001,12.266666666666666,17.366666666666667,24.03333333333333,29.599999999999998,19.733333333333334,0.01,1.6,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-02,01,27.766666666666666,20.0,1019.5,995.6666666666666,10.0,9.266666666666666,14.0,19.55,32.666666666666664,20.633333333333333,0.02,1.6,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03,01,27.933333333333334,19.733333333333334,1018.75,994.6666666666666,10.0,10.466666666666667,17.333333333333332,25.400000000000002,32.13333333333333,22.566666666666666,0.0,1.6,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-04,01,27.733333333333334,18.166666666666668,1029.3000000000002,1004.8666666666667,9.766666666666667,9.4,16.366666666666667,23.5,31.333333333333332,23.53333333333333,0.0,1.6,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-05,01,25.96666666666667,17.166666666666668,1034.15,1009.6999999999999,10.0,7.8,13.666666666666666,18.55,33.63333333333333,18.333333333333332,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-06,01,29.03333333333333,20.5,1027.1999999999998,1003.0,10.0,7.0,11.4,,37.766666666666666,21.099999999999998,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-07,01,37.0,25.366666666666664,1020.5,996.6999999999999,10.0,6.066666666666666,8.933333333333334,,42.333333333333336,30.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-08,01,40.13333333333333,34.733333333333334,1012.25,987.8000000000001,6.6000000000000005,5.833333333333333,9.966666666666667,,43.6,36.86666666666667,0.01,1.2,0.0,1.0,0.0,0.0,0.0,0.0
2016-01-09,01,39.26666666666667,37.800000000000004,1008.7,985.4333333333334,3.3333333333333335,5.7,9.966666666666667,,44.23333333333333,32.36666666666667,0.21,1.2,1.0,1.0,1.0,0.0,0.0,0.0
2016-01-10,01,20.566666666666666,15.1,1012.9,988.0333333333333,8.633333333333333,14.5,19.366666666666667,27.333333333333332,35.46666666666667,7.133333333333333,0.27,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-11,01,7.033333333333334,-0.3333333333333334,1019.4,994.0666666666666,9.066666666666666,9.333333333333334,15.299999999999999,20.666666666666668,22.099999999999998,0.9333333333333332,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-12,01,15.699999999999998,7.699999999999999,1015.15,987.7666666666668,6.266666666666667,14.1,21.633333333333336,31.333333333333332,25.7,4.966666666666666,0.09,2.55,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-13,01,7.3999999999999995,-0.20000000000000004,1020.8,995.6999999999999,9.833333333333334,8.066666666666666,13.666666666666666,19.7,22.833333333333332,-1.2333333333333334,0.005,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-14,01,31.8,24.5,1007.2,983.5,10.0,8.133333333333333,13.0,20.95,44.03333333333333,22.03333333333333,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-15,01,40.199999999999996,35.23333333333333,998.2,975.1,9.033333333333333,11.366666666666667,17.033333333333335,23.7,44.1,30.166666666666668,0.04666666666666667,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-01-16,01,29.766666666666666,21.8,1008.65,984.6333333333333,9.1,10.6,16.0,20.366666666666667,36.5,25.3,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-17,01,9.633333333333333,-1.8,1018.1500000000001,993.5666666666666,9.866666666666667,13.066666666666668,18.7,25.733333333333334,26.900000000000002,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-18,01,1.8999999999999997,-9.966666666666667,1026.5,1001.1666666666666,10.0,11.566666666666668,16.066666666666666,21.0,9.633333333333333,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-19,01,6.933333333333334,-4.533333333333333,1032.15,1006.8666666666667,10.0,6.2,13.333333333333334,18.7,17.333333333333332,-0.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-20,01,17.433333333333334,9.166666666666666,1027.75,1002.6999999999999,7.8,2.6333333333333333,7.333333333333333,,24.03333333333333,7.400000000000001,0.04,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-21,01,18.8,12.033333333333333,1027.9,1003.3000000000001,9.6,2.1999999999999997,6.033333333333334,,30.0,10.533333333333333,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-22,01,25.066666666666666,18.099999999999998,1026.0,1001.4,8.133333333333333,6.5,14.633333333333333,20.0,31.099999999999998,17.666666666666668,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-23,01,28.566666666666666,19.666666666666668,1023.8,999.4333333333334,9.700000000000001,5.5,12.366666666666667,19.0,34.4,19.866666666666667,0.01,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2016-01-24,01,27.633333333333336,19.033333333333335,1017.1,993.1666666666666,9.633333333333333,7.366666666666667,13.666666666666666,19.033333333333335,35.833333333333336,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-25,01,32.300000000000004,25.566666666666666,1012.0,987.8333333333334,8.9,6.933333333333334,14.299999999999999,21.0,41.06666666666666,26.53333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-01-26,01,33.36666666666667,28.333333333333332,1012.2,988.3333333333334,7.733333333333333,14.9,23.0,31.566666666666663,41.96666666666667,27.066666666666666,0.105,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2016-01-27,01,28.066666666666666,17.233333333333334,1022.8499999999999,998.7666666666668,10.0,9.466666666666667,15.666666666666666,22.366666666666664,34.800000000000004,23.733333333333334,0.006666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0
