date,mo,temp,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
2019-01-01,01,32.266666666666666,29.666666666666668,1019.8,995.7666666666668,7.8,8.366666666666667,16.7,24.666666666666668,39.36666666666667,27.8,0.6699999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-02,01,28.866666666666664,25.7,1022.7,665.7333333333333,7.033333333333334,5.7,15.6,22.3,32.5,27.166666666666668,0.005,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-03,01,29.900000000000002,23.53333333333333,1017.3499999999999,993.6333333333333,9.833333333333334,9.333333333333334,14.0,20.400000000000002,39.199999999999996,24.266666666666666,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04,01,36.93333333333333,28.400000000000002,1010.4000000000001,987.0333333333333,9.966666666666667,8.233333333333333,14.333333333333334,21.066666666666666,49.56666666666666,28.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05,01,38.86666666666667,32.13333333333333,1009.4,986.0,10.0,5.8,13.0,17.666666666666668,52.36666666666667,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06,01,39.5,32.36666666666667,1021.2,997.5333333333333,10.0,8.133333333333333,14.033333333333333,19.4,48.199999999999996,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07,01,44.26666666666667,38.833333333333336,1012.7,987.3333333333334,8.933333333333334,14.6,20.666666666666668,30.3,54.5,38.699999999999996,0.05333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-01-08,01,42.36666666666667,35.666666666666664,1008.75,985.4333333333334,8.366666666666665,11.233333333333334,23.333333333333332,38.333333333333336,53.43333333333334,35.46666666666667,0.2833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-01-09,01,24.099999999999998,12.1,1022.0,997.8666666666667,9.866666666666667,13.799999999999999,21.333333333333332,34.63333333333333,41.733333333333334,19.400000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-10,01,18.866666666666664,8.933333333333332,1030.3,5.533333333333334,10.0,6.2,11.333333333333334,15.9,24.933333333333334,14.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-11,01,25.566666666666666,18.7,1029.25,4.766666666666667,9.666666666666666,3.5,8.633333333333333,18.1,30.666666666666668,19.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-12,01,29.866666666666664,24.233333333333334,1027.3,3.1333333333333333,6.3,7.033333333333334,12.633333333333333,19.3,31.03333333333333,25.03333333333333,0.006666666666666667,2.55,1.0,0.0,1.0,0.0,0.0,0.0
2019-01-13,01,29.566666666666666,24.133333333333336,1028.65,4.166666666666667,7.2,11.866666666666667,15.4,22.733333333333334,31.766666666666666,27.03333333333333,0.1,2.55,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-14,01,24.733333333333334,20.066666666666666,1028.85,4.5,9.266666666666666,5.5,10.666666666666666,17.1,30.233333333333334,18.066666666666666,0.0033333333333333335,2.15,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-15,01,25.833333333333332,22.46666666666667,1023.45,332.8333333333333,7.566666666666667,9.799999999999999,15.9,24.666666666666668,28.433333333333334,23.366666666666664,0.0,2.15,0.0,1.0,0.0,0.0,0.0,0.0
2019-01-16,01,31.733333333333334,26.0,1022.3,998.0333333333333,8.166666666666666,8.266666666666667,14.0,20.033333333333335,34.300000000000004,26.46666666666667,0.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0
2019-01-17,01,30.566666666666666,24.900000000000002,1021.6,997.1666666666666,7.566666666666666,4.666666666666667,9.333333333333334,,34.96666666666667,28.133333333333336,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-18,01,31.0,25.2,1020.75,996.5,8.9,6.433333333333334,14.066666666666668,17.0,34.666666666666664,29.066666666666666,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-19,01,27.166666666666668,23.900000000000002,1018.65,994.1,4.966666666666667,14.933333333333332,22.666666666666668,32.699999999999996,30.8,23.833333333333332,0.14500000000000002,5.5,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-20,01,14.633333333333333,6.666666666666667,1024.0,665.6666666666666,7.8999999999999995,12.5,21.0,28.599999999999998,26.833333333333332,7.8999999999999995,0.015,5.5,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-21,01,10.066666666666668,0.13333333333333333,1034.1,8.799999999999999,8.799999999999999,7.133333333333333,13.366666666666667,18.95,15.333333333333334,5.533333333333334,0.0,5.5,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-22,01,19.133333333333333,9.5,1025.6999999999998,333.1,8.133333333333333,10.433333333333332,14.633333333333333,24.03333333333333,32.53333333333333,7.5,0.013333333333333334,4.5,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-23,01,31.333333333333332,30.099999999999998,1009.5999999999999,985.5,4.3,7.0,13.033333333333333,17.5,35.666666666666664,19.8,0.22333333333333336,5.1,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-24,01,18.066666666666666,13.566666666666668,1011.9,987.9333333333334,7.133333333333333,7.966666666666666,18.733333333333334,28.599999999999998,27.133333333333336,10.866666666666667,0.06,4.5,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-25,01,2.7999999999999994,-4.533333333333333,1023.25,997.9666666666667,8.866666666666667,11.933333333333332,18.400000000000002,27.333333333333332,18.7,-4.733333333333333,0.0,5.1,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-26,01,4.033333333333333,-2.6666666666666665,1023.15,997.4,8.6,4.466666666666666,11.299999999999999,15.9,12.6,-6.599999999999999,0.015,5.5,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-27,01,4.833333333333333,-1.6333333333333335,1020.1,994.6666666666666,8.433333333333334,5.166666666666667,10.700000000000001,16.05,12.666666666666666,-5.866666666666667,0.045,5.9,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-28,01,19.633333333333333,14.466666666666667,1008.75,982.8666666666667,4.7,10.799999999999999,18.966666666666665,26.933333333333334,34.9,3.266666666666666,0.17333333333333334,8.45,1.0,1.0,1.0,0.0,0.0,0.0
2019-01-29,01,6.7,-0.4000000000000001,1013.7,989.3000000000001,7.466666666666666,13.6,21.3,31.733333333333334,17.266666666666666,-0.9333333333333332,0.11,7.5,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-30,01,-13.466666666666667,-23.666666666666668,1023.65,997.9666666666667,9.733333333333334,15.233333333333334,19.7,28.3,3.6333333333333333,-22.2,0.0,6.9,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-31,01,-13.466666666666667,-22.433333333333334,1031.75,5.533333333333334,9.6,6.3,11.633333333333333,19.0,-2.6,-22.066666666666666,0.0,6.9,0.0,0.0,1.0,0.0,0.0,0.0
2019-02-01,02,7.5,1.8333333333333333,1028.2,2.8333333333333335,6.333333333333333,2.5,5.3,,20.033333333333335,-2.9,0.05,8.1,0.0,0.0,1.0,0.0,0.0,0.0
2019-02-02,02,25.233333333333334,21.166666666666668,1021.2,996.8000000000001,7.266666666666667,7.566666666666666,12.666666666666666,20.0,40.46666666666667,8.633333333333333,0.006666666666666667,5.5,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-03,02,41.266666666666666,40.0,1011.5999999999999,988.8333333333334,6.066666666666666,9.933333333333332,13.333333333333334,20.966666666666665,46.03333333333333,36.199999999999996,0.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-04,02,47.199999999999996,45.1,1007.25,984.3666666666667,7.566666666666666,9.466666666666667,14.299999999999999,23.0,50.5,38.699999999999996,0.01,3.9,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-05,02,30.666666666666668,25.96666666666667,1018.1500000000001,994.3666666666667,9.966666666666667,8.5,12.700000000000001,19.666666666666668,43.1,26.366666666666664,0.023333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-02-06,02,33.9,32.5,1014.0,990.1999999999999,4.6000000000000005,5.466666666666666,12.633333333333333,19.7,37.4,29.066666666666666,0.29,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2019-02-07,02,36.13333333333333,35.1,1010.5,986.0666666666666,4.133333333333334,8.0,23.333333333333332,35.93333333333333,46.53333333333333,29.833333333333332,0.3466666666666667,0.0,1.0,1.0,0.0,0.0,1.0,0.0
