38.983,-89.167,red,marker
41.983,-87.9,red,marker
41.233,-89.617,red,marker
41.5,-88.167,red,marker
42.35,-89.05,red,marker
39.937,-91.192,red,marker
41.867,-87.617,red,marker
41.786,-87.752,red,marker
40.668,-89.684,red,marker
41.465,-90.523,red,marker
39.845,-89.684,red,marker
42.193,-89.093,red,marker
41.995,-87.934,red,marker
42.083,-87.833,red,marker
37.78,-89.25,red,marker
40.053,-88.373,red,marker
41.843,-88.851,red,marker
39.07,-88.533,red,marker
