,day_of_week,crime_count
675,3,0.12307692307692308
676,4,0.03076923076923077
677,5,0.38461538461538464
678,6,0.13538461538461538
679,1,0.27692307692307694
680,2,0.37846153846153846
681,3,0.48923076923076925
682,4,0.40615384615384614
683,5,0.48615384615384616
684,6,0.10461538461538461
685,1,0.23692307692307693
686,2,0.28615384615384615
687,3,0.4676923076923077
688,4,0.23692307692307693
689,5,0.5292307692307693
690,6,0.4123076923076923
691,1,0.07236842105263158
692,2,0.41776315789473684
693,3,0.06907894736842106
694,4,0.06578947368421052
695,5,0.03289473684210526
696,6,0.08881578947368421
697,7,0.0
698,1,0.40131578947368424
699,2,0.375
700,3,0.23684210526315788
701,4,0.17434210526315788
702,5,0.6875
703,6,0.3092105263157895
704,7,0.2138157894736842
705,1,0.20065789473684212
706,2,0.375
707,3,0.3815789473684211
708,4,0.48355263157894735
709,5,0.631578947368421
710,6,0.6414473684210527
711,7,0.4967105263157895
712,1,0.6513157894736842
713,2,0.4769736842105263
714,3,0.5164473684210527
715,4,0.27631578947368424
716,5,0.6348684210526315
717,6,0.4605263157894737
718,7,0.14144736842105263
719,1,0.5460526315789473
720,2,0.47039473684210525
721,3,0.8421052631578947
722,4,0.2631578947368421
723,5,0.2598684210526316
724,6,0.15460526315789475
725,7,0.34210526315789475
726,1,0.5625
727,2,0.3355263157894737
728,3,0.24671052631578946
729,4,0.2532894736842105
730,5,0.506578947368421
731,6,0.3717105263157895
732,7,0.28618421052631576
733,1,0.41776315789473684
734,2,0.40131578947368424
735,3,0.2730263157894737
736,4,0.2631578947368421
737,5,0.7927631578947368
738,6,0.5164473684210527
739,7,0.2730263157894737
740,1,0.39473684210526316
741,2,0.2894736842105263
742,3,0.3684210526315789
743,4,0.21052631578947367
744,5,0.22697368421052633
745,6,0.02631578947368421
746,1,0.13815789473684212
747,2,0.13157894736842105
748,3,0.4967105263157895
749,4,0.125
750,5,0.26973684210526316
751,6,0.13815789473684212
752,7,0.23355263157894737
753,1,0.3026315789473684
754,2,0.3026315789473684
755,3,0.25
756,4,0.27960526315789475
757,5,0.24671052631578946
758,6,0.2236842105263158
759,3,0.05921052631578947
760,4,0.2532894736842105
761,5,0.3881578947368421
762,6,0.2730263157894737
763,7,0.046052631578947366
764,1,0.34539473684210525
765,2,0.19407894736842105
766,3,0.18092105263157895
767,4,0.24671052631578946
768,5,0.618421052631579
769,6,0.34210526315789475
770,7,0.3651315789473684
771,1,0.4309210526315789
772,2,0.26973684210526316
773,3,0.2565789473684211
774,4,0.32894736842105265
775,5,0.6118421052631579
776,6,0.7894736842105263
777,7,0.3256578947368421
778,1,0.34868421052631576
779,2,0.3980263157894737
780,3,0.13815789473684212
781,4,0.2532894736842105
782,5,0.375
783,6,0.34539473684210525
784,7,0.5592105263157895
785,1,0.3026315789473684
786,2,0.3684210526315789
787,3,0.4473684210526316
788,4,0.24342105263157895
789,5,0.5986842105263158
790,6,0.743421052631579
791,7,0.3157894736842105
792,1,0.5296052631578947
793,2,0.47368421052631576
794,3,0.5493421052631579
795,4,0.40131578947368424
796,5,0.7368421052631579
797,6,0.3618421052631579
798,7,0.3684210526315789
799,1,0.4769736842105263
800,2,0.5460526315789473
801,3,0.5493421052631579
802,4,0.41118421052631576
803,5,0.7927631578947368
804,6,0.08223684210526316
805,7,0.21710526315789475
806,1,0.8947368421052632
807,2,0.3223684210526316
808,3,0.4868421052631579
809,4,0.4934210526315789
810,5,0.6842105263157895
811,6,0.40131578947368424
812,7,0.12828947368421054
813,1,0.375
814,2,0.3815789473684211
815,3,0.23684210526315788
816,4,0.48026315789473684
817,5,0.8486842105263158
818,6,0.4375
819,7,0.3980263157894737
820,1,0.9210526315789473
821,2,0.5164473684210527
822,3,0.8026315789473685
823,4,0.6052631578947368
824,5,0.6085526315789473
825,6,0.24013157894736842
826,7,0.6578947368421053
827,1,0.6776315789473685
828,2,0.4868421052631579
829,3,0.5625
830,4,0.5657894736842105
831,5,0.5789473684210527
832,6,0.6875
833,7,0.375
834,1,0.5822368421052632
835,2,0.7335526315789473
836,3,0.4868421052631579
837,4,1.0
838,5,0.8223684210526315
839,6,0.7631578947368421
840,7,0.7532894736842105
841,1,0.48026315789473684
842,2,0.7730263157894737
843,3,0.6480263157894737
844,4,0.5855263157894737
845,5,0.7401315789473685
846,6,0.6381578947368421
847,7,0.7302631578947368
848,1,0.4967105263157895
849,2,0.7171052631578947
850,3,0.5855263157894737
851,4,0.7631578947368421
852,5,0.8026315789473685
853,6,0.7763157894736842
854,7,0.6414473684210527
855,1,0.506578947368421
856,2,0.6973684210526315
857,3,0.6414473684210527
858,4,0.7467105263157895
859,5,0.6151315789473685
860,6,0.75
861,7,0.6743421052631579
862,1,0.6447368421052632
863,2,0.5953947368421053
864,3,0.3815789473684211
865,4,0.6085526315789473
866,5,0.6151315789473685
867,7,0.6217105263157895
868,1,0.8980263157894737
869,2,0.6743421052631579
870,3,0.881578947368421
871,4,0.625
872,5,0.5493421052631579
873,6,0.5526315789473685
874,7,0.7631578947368421
875,1,0.618421052631579
876,2,0.5855263157894737
877,3,0.32894736842105265
878,4,0.7532894736842105
879,5,0.680921052631579
880,6,0.9802631578947368
881,7,0.7269736842105263
882,1,0.8421052631578947
883,2,0.6611842105263158
884,3,0.5855263157894737
885,4,0.5592105263157895
886,5,0.5493421052631579
887,6,0.5394736842105263
888,7,0.8256578947368421
889,1,0.6282894736842105
890,2,0.8519736842105263
891,3,0.5296052631578947
892,4,0.6546052631578947
893,5,0.8552631578947368
894,6,0.6875
895,7,0.7467105263157895
896,1,0.6677631578947368
897,3,0.6019736842105263
898,4,0.8486842105263158
899,7,0.9013157894736842
900,1,0.5986842105263158
901,2,0.5822368421052632
902,3,0.5855263157894737
903,4,0.6546052631578947
904,5,0.5723684210526315
905,6,0.7302631578947368
906,7,0.45723684210526316
907,1,0.7368421052631579
908,2,0.6710526315789473
909,3,0.6710526315789473
910,4,0.5822368421052632
911,5,0.881578947368421
912,6,0.9901315789473685
913,7,0.6085526315789473
914,1,0.5361842105263158
915,2,0.6217105263157895
916,3,0.5131578947368421
917,4,0.6907894736842105
918,5,0.5953947368421053
919,6,0.618421052631579
920,7,0.5427631578947368
921,1,0.3190789473684211
922,2,0.4375
923,3,0.6480263157894737
924,4,0.4769736842105263
925,6,0.5953947368421053
926,7,0.5460526315789473
927,1,0.41118421052631576
928,2,0.375
929,3,0.1875
930,4,0.4506578947368421
931,5,0.3651315789473684
932,6,0.4769736842105263
933,7,0.4868421052631579
934,1,0.32894736842105265
935,2,0.4440789473684211
936,3,0.3782894736842105
937,4,0.47039473684210525
938,5,0.7138157894736842
939,6,0.7730263157894737
940,7,0.7269736842105263
941,1,0.5953947368421053
942,2,0.3848684210526316
943,3,0.7763157894736842
944,4,0.7105263157894737
945,5,0.680921052631579
946,6,0.7861842105263158
947,7,0.7236842105263158
948,1,0.7598684210526315
949,2,0.5197368421052632
950,3,0.4440789473684211
951,4,0.4144736842105263
952,5,0.7203947368421053
953,6,0.5098684210526315
954,7,0.8585526315789473
955,1,0.5296052631578947
956,2,0.48355263157894735
957,3,0.4967105263157895
958,4,0.5131578947368421
959,5,0.5164473684210527
960,6,0.3980263157894737
961,7,0.41776315789473684
962,1,0.5098684210526315
963,2,0.3684210526315789
964,3,0.08552631578947369
965,4,0.5723684210526315
966,5,0.5855263157894737
967,6,0.18421052631578946
968,7,0.15789473684210525
969,1,0.5657894736842105
970,2,0.42105263157894735
971,3,0.6019736842105263
972,4,0.6019736842105263
973,5,0.8486842105263158
974,6,0.7335526315789473
975,7,0.4868421052631579
976,1,0.4901315789473684
977,2,0.3223684210526316
978,3,0.40460526315789475
979,4,0.5394736842105263
980,5,0.75
981,6,0.4144736842105263
982,7,0.34539473684210525
983,1,0.3848684210526316
984,2,0.5493421052631579
985,3,0.7697368421052632
986,4,0.4309210526315789
987,5,0.6513157894736842
988,6,0.5427631578947368
989,7,0.5986842105263158
990,1,0.4144736842105263
991,2,0.28618421052631576
992,3,0.5493421052631579
993,4,0.2138157894736842
994,5,0.28618421052631576
995,6,0.3190789473684211
996,7,0.24671052631578946
997,1,0.41776315789473684
998,2,0.35855263157894735
999,3,0.3881578947368421
1000,4,0.5723684210526315
1001,5,0.4934210526315789
1002,6,0.3519736842105263
1003,7,0.3256578947368421
1004,1,0.5625
1005,2,0.26973684210526316
1006,3,0.2138157894736842
1007,5,0.3026315789473684
1008,6,0.40460526315789475
1009,7,0.24671052631578946
1010,1,0.6019736842105263
1011,2,0.631578947368421
1012,3,0.5921052631578947
1013,4,0.5263157894736842
1014,6,0.5493421052631579
1015,7,0.27960526315789475
1016,1,0.7171052631578947
1017,2,0.3980263157894737
1018,3,0.39473684210526316
1019,4,0.1118421052631579
1020,5,0.4769736842105263
1021,6,0.2236842105263158
1022,7,0.24013157894736842
1023,1,0.4901315789473684
1024,2,0.3059210526315789
1025,3,0.35855263157894735
1026,4,0.41776315789473684
1027,5,0.5822368421052632
1028,6,0.5953947368421053
1029,7,0.45394736842105265
1030,1,0.4473684210526316
1031,2,0.569078947368421
1032,3,0.3717105263157895
1033,4,0.5131578947368421
1034,5,0.6348684210526315
1035,6,0.40460526315789475
1036,4,0.03289473684210526
1037,6,0.09868421052631579
1038,2,0.0
1039,3,0.04
1040,4,0.11428571428571428
1041,5,0.2914285714285714
1042,6,0.06857142857142857
1043,1,0.16857142857142857
1044,2,0.2571428571428571
1045,3,0.4514285714285714
1046,4,0.39714285714285713
1047,5,0.4142857142857143
1048,6,0.15714285714285714
1049,7,0.005714285714285714
1050,2,0.14857142857142858
1051,3,0.24857142857142858
1052,4,0.18285714285714286
1053,5,0.42
1054,6,0.4828571428571429
1055,7,0.44571428571428573
1056,1,0.46285714285714286
1057,2,0.44857142857142857
1058,3,0.1457142857142857
1059,4,0.2257142857142857
1060,5,0.5742857142857143
1061,6,0.5485714285714286
1062,7,0.31142857142857144
1063,1,0.2571428571428571
1064,2,0.21428571428571427
1065,3,0.41714285714285715
1066,4,0.5114285714285715
1067,5,0.32
1068,6,0.19428571428571428
1069,2,0.07428571428571429
1070,1,0.02857142857142857
1071,2,0.24
1072,3,0.28285714285714286
1073,4,0.38857142857142857
1074,5,0.2914285714285714
1075,6,0.12285714285714286
1076,7,0.07142857142857142
1077,1,0.17714285714285713
1078,2,0.23714285714285716
1079,3,0.22285714285714286
1080,4,0.32857142857142857
1081,5,0.31142857142857144
1082,6,0.34
1083,7,0.2714285714285714
1084,1,0.18
1085,2,0.36857142857142855
1086,3,0.24
1087,4,0.7742857142857142
1088,5,0.37142857142857144
1089,6,0.2914285714285714
