date,crime_count,temp,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,year,Fri,Mon,Sat,Sun,Thu,Tue,Wed,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
2019-09-10,720,78.0,67.66666666666667,1017.1,995.0,10.0,8.799999999999999,15.666666666666666,23.366666666666664,90.2,67.83333333333333,0.0066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-05-30,820,74.46666666666667,57.06666666666666,1015.05,992.8333333333334,10.0,5.2,11.4,21.0,86.66666666666667,61.70000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018-06-05,752,66.60000000000001,49.6,1010.8,988.5333333333332,10.0,9.966666666666669,16.733333333333334,19.5,79.2,54.36666666666667,0.0066666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-12-30,671,26.366666666666664,19.8,1020.2,996.5,9.5,10.4,16.0,25.666666666666668,36.333333333333336,19.3,0.015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-11-01,825,38.7,29.83333333333333,1017.2,993.0666666666666,9.633333333333333,6.733333333333333,12.033333333333331,17.0,43.73333333333333,34.93333333333333,0.0233333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015-06-23,732,75.83333333333333,60.13333333333333,1013.05,990.7333333333332,10.0,8.6,17.333333333333332,23.3,84.0,67.26666666666667,0.0433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-11-27,774,43.9,33.76666666666667,1017.25,993.8666666666668,10.0,3.9333333333333336,8.299999999999999,,56.56666666666666,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-06-09,805,69.10000000000001,60.26666666666667,1013.55,991.0333333333332,8.966666666666667,5.9,9.566666666666668,18.1,75.13333333333334,62.3,0.0233333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-09,732,69.56666666666666,56.53333333333333,1008.15,985.9,9.166666666666666,5.566666666666666,13.633333333333333,18.666666666666668,84.96666666666667,58.7,0.0966666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-10-20,720,55.96666666666667,48.53333333333333,1010.3,988.3333333333334,9.5,4.1000000000000005,8.6,,64.63333333333334,48.56666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015-06-03,779,62.66666666666666,48.9,1017.55,994.9333333333334,9.966666666666669,5.3,9.566666666666668,15.55,77.2,42.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-02-28,545,6.633333333333333,-3.933333333333333,1040.1999999999998,1014.15,9.966666666666669,3.633333333333333,7.633333333333333,,21.866666666666664,-7.466666666666666,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-11-28,715,21.633333333333336,15.033333333333331,1018.55,994.2666666666668,9.633333333333333,4.8,9.966666666666669,,26.566666666666663,17.2,0.0,3.55,0.0,0.0,1.0,0.0,0.0,0.0,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019-03-31,637,31.33333333333333,15.333333333333334,1024.4,666.4666666666667,9.733333333333333,11.133333333333333,15.666666666666666,24.03333333333333,40.46666666666667,23.83333333333333,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-03-14,684,47.13333333333333,44.8,1005.5,982.3666666666668,5.533333333333334,4.2,7.966666666666666,,53.5,43.76666666666667,0.5366666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-12-22,784,37.7,31.3,1015.35,991.4666666666668,7.633333333333333,5.533333333333334,8.933333333333334,,40.03333333333333,34.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-04-20,690,59.63333333333333,41.2,1018.9,995.8,10.0,8.766666666666666,14.0,17.6,71.66666666666667,50.43333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2016,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017-07-18,792,73.23333333333333,57.96666666666667,1016.95,994.5666666666666,8.733333333333333,2.833333333333333,8.6,,88.96666666666665,57.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-07-24,867,76.16666666666667,59.2,1015.2,993.0666666666666,9.966666666666669,4.833333333333333,14.0,21.066666666666663,85.63333333333333,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-08-10,858,76.5,68.33333333333333,1013.0,990.7333333333332,9.566666666666666,6.333333333333333,14.733333333333334,23.0,85.63333333333333,69.16666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-24,578,35.266666666666666,27.1,1010.1,984.3,6.966666666666666,17.3,27.100000000000005,37.3,40.766666666666666,29.933333333333334,0.0066666666666666,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2016,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-06-14,806,63.79999999999999,45.1,1014.85,992.2666666666668,10.0,9.266666666666667,21.0,32.666666666666664,79.96666666666665,49.23333333333333,0.0233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-08-21,858,68.83333333333333,53.26666666666667,1017.05,994.6666666666666,10.0,6.266666666666667,13.0,17.966666666666665,82.03333333333333,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-03-10,612,37.56666666666667,33.0,1008.5,981.9333333333334,8.799999999999999,17.866666666666664,27.3,42.333333333333336,44.36666666666667,31.766666666666666,0.3533333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-07-30,818,72.43333333333334,58.06666666666666,1021.15,998.6,10.0,4.033333333333333,10.066666666666666,,83.23333333333333,60.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-10-17,719,55.833333333333336,40.4,1022.15,999.2666666666668,10.0,8.766666666666667,17.76666666666667,24.433333333333337,70.43333333333334,44.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-27,754,47.76666666666667,31.866666666666664,1018.1,995.1333333333332,10.0,14.366666666666667,22.666666666666668,34.0,51.1,38.36666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-08-07,780,76.06666666666666,62.76666666666667,1009.45,987.3666666666668,9.933333333333334,4.433333333333334,12.666666666666666,18.73333333333333,87.8,64.93333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2018-08-03,891,75.3,61.93333333333334,1015.75,993.5666666666666,9.033333333333331,3.4333333333333336,9.633333333333333,15.9,87.76666666666667,62.866666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-03-29,629,44.66666666666666,40.0,1012.85,989.4333333333334,6.366666666666667,5.666666666666667,14.333333333333334,20.633333333333333,50.06666666666666,39.2,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-07-19,764,79.89999999999999,68.93333333333334,1010.5,988.5666666666666,9.8,6.533333333333334,14.3,20.666666666666668,90.7,72.53333333333335,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-06-25,784,72.53333333333333,60.2,1008.6,986.6,10.0,10.533333333333331,22.0,35.0,85.7,61.43333333333334,0.0933333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-10-11,735,60.9,45.43333333333334,1010.85,988.5,10.0,9.066666666666668,16.3,24.03333333333333,79.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-04-22,736,66.8,43.03333333333333,1015.65,993.2333333333332,10.0,9.933333333333332,21.066666666666663,29.4,79.66666666666667,50.36666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-08-21,722,72.93333333333334,67.3,1013.6,991.2333333333332,9.133333333333333,4.233333333333333,13.333333333333334,20.0,83.63333333333334,63.3,0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-01-24,756,33.6,27.133333333333336,1008.4,984.7666666666668,9.633333333333333,8.0,13.666666666666666,17.033333333333335,43.76666666666667,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-01-24,613,28.933333333333334,23.23333333333333,1023.6,999.6666666666666,9.166666666666666,5.6000000000000005,11.633333333333333,15.0,33.96666666666667,27.366666666666664,0.01,1.2,0.0,0.0,1.0,0.0,0.0,0.0,2018,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-16,652,29.766666666666666,21.8,1008.65,984.6333333333332,9.1,10.6,16.0,20.366666666666667,36.5,25.3,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-24,676,27.633333333333336,19.03333333333333,1017.1,993.1666666666666,9.633333333333333,7.366666666666667,13.666666666666666,19.03333333333333,35.833333333333336,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-07-21,785,80.5,72.2,1017.3,995.3333333333334,9.7,6.866666666666667,13.0,26.5,90.13333333333333,71.96666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-03-17,692,43.8,26.166666666666668,1021.95,997.4333333333334,10.0,14.533333333333331,24.73333333333333,34.333333333333336,72.96666666666667,34.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-04-18,628,58.63333333333333,52.03333333333333,1001.95,979.6333333333332,8.066666666666666,10.2,17.966666666666665,28.666666666666668,74.76666666666667,44.53333333333333,0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,693,54.03333333333333,45.66666666666666,1008.6,985.7333333333332,7.633333333333333,11.166666666666666,17.033333333333335,23.0,80.73333333333333,43.0,0.03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2016,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-12-19,740,38.63333333333333,30.0,1013.3,989.9333333333334,10.0,8.666666666666666,14.633333333333333,22.03333333333333,49.333333333333336,28.766666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-08,682,73.03333333333333,63.633333333333326,1004.8,982.9,9.733333333333333,10.5,19.03333333333333,27.3,84.0,55.93333333333334,0.32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-03-25,639,36.833333333333336,26.9,1024.1,666.4,9.766666666666667,14.866666666666667,19.7,29.0,45.26666666666667,33.46666666666667,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-03-19,660,40.333333333333336,26.4,1013.4,989.8,9.933333333333334,9.0,21.366666666666664,28.366666666666664,52.46666666666667,30.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-10-16,667,42.833333333333336,29.366666666666664,1021.85,998.4333333333334,9.966666666666669,9.2,19.7,29.0,58.03333333333333,32.266666666666666,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-05-06,713,49.46666666666667,37.06666666666667,1009.25,986.2333333333332,9.933333333333334,10.533333333333331,19.666666666666668,28.633333333333336,57.06666666666666,42.93333333333334,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-07-07,701,67.8,58.03333333333333,1013.75,990.6666666666666,8.533333333333333,11.733333333333334,19.633333333333333,26.03333333333333,86.16666666666667,57.56666666666666,0.5866666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-11-29,698,50.3,44.2,996.3,973.0333333333332,9.533333333333331,12.3,19.366666666666667,26.7,57.06666666666666,42.03333333333333,0.6733333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-12-08,739,23.766666666666666,13.1,1036.3000000000002,1011.6666666666666,10.0,3.466666666666667,8.700000000000001,14.0,30.133333333333336,17.233333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-05-03,791,47.333333333333336,41.36666666666667,1018.95,995.6,8.766666666666667,8.333333333333334,14.0,19.633333333333333,54.833333333333336,42.03333333333333,0.3766666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-08-25,772,63.06666666666667,49.53333333333333,1022.75,999.9,10.0,4.566666666666666,9.233333333333334,15.0,73.56666666666666,50.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-03,618,27.933333333333334,19.73333333333333,1018.75,994.6666666666666,10.0,10.466666666666669,17.333333333333332,25.4,32.13333333333333,22.566666666666663,0.0,1.6,0.0,0.0,1.0,0.0,0.0,0.0,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-09,795,61.06666666666666,51.7,1017.15,993.9666666666668,9.833333333333334,9.633333333333333,14.966666666666669,21.33333333333333,78.10000000000001,50.6,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-07-02,756,65.53333333333335,46.56666666666666,1020.65,997.9333333333334,10.0,4.0,11.0,14.0,75.8,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-05-10,798,49.76666666666667,39.4,1017.4,993.9666666666668,9.866666666666667,7.566666666666667,12.666666666666666,18.066666666666663,59.333333333333336,44.56666666666666,0.2633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-09-22,777,64.93333333333332,51.16666666666666,1020.85,998.1,9.6,3.033333333333333,7.3,,79.8,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-07-20,761,76.36666666666666,69.0,1014.7,993.2,9.1,7.533333333333334,19.7,33.36666666666667,88.60000000000001,69.03333333333333,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-09-11,751,79.86666666666666,71.16666666666667,1017.65,995.6666666666666,9.6,5.8,16.066666666666666,23.0,90.26666666666668,71.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015-10-01,890,55.73333333333333,41.833333333333336,1025.1,1001.8666666666668,10.0,14.533333333333331,22.366666666666664,29.33333333333333,61.76666666666667,51.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-04-25,767,56.8,39.03333333333333,1008.8,986.0,9.933333333333334,2.8666666666666667,8.9,,65.83333333333333,44.76666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-01-20,783,38.86666666666667,38.0,1005.6,982.1,2.566666666666667,5.566666666666666,11.666666666666666,22.0,43.0,34.56666666666667,0.6633333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-05-18,801,52.333333333333336,37.53333333333333,1023.6,1000.2,10.0,5.8,12.366666666666667,15.0,65.10000000000001,41.43333333333333,0.0033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015-09-20,811,60.4,48.76666666666667,1020.85,997.9333333333334,9.966666666666669,2.5,8.299999999999999,,72.03333333333333,50.26666666666667,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-11-20,663,29.9,17.133333333333336,1027.2,1002.9666666666668,10.0,8.566666666666668,12.366666666666667,19.05,36.56666666666667,24.2,0.0033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-10,703,63.26666666666667,57.1,1018.55,995.6333333333332,9.5,9.466666666666669,15.4,20.966666666666665,69.26666666666667,59.0,0.0133333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-08-16,836,76.56666666666666,68.26666666666667,1012.7,990.5666666666666,9.333333333333334,3.7000000000000006,11.0,18.1,85.76666666666667,71.60000000000001,0.0466666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-23,732,42.73333333333333,21.566666666666663,1015.15,991.6,10.0,7.2,15.3,23.33333333333333,54.36666666666667,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-10-24,770,54.0,42.266666666666666,1024.65,1000.9333333333334,10.0,8.366666666666667,14.366666666666667,22.666666666666668,68.10000000000001,44.63333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-05-01,863,51.36666666666667,46.4,997.85,975.4,7.933333333333333,11.133333333333333,22.03333333333333,31.666666666666668,58.8,44.56666666666666,0.97,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-10-16,734,49.9,29.566666666666663,1022.85,999.5,9.966666666666669,8.433333333333334,16.333333333333332,22.899999999999995,69.76666666666667,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-17,708,63.2,39.63333333333333,1027.45,1004.3333333333334,10.0,4.8,13.0,14.0,79.36666666666666,46.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-02-06,636,33.9,32.5,1014.0,990.2,4.6000000000000005,5.466666666666666,12.633333333333333,19.7,37.4,29.066666666666663,0.29,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2019,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016-08-11,852,82.39999999999999,69.53333333333333,1014.05,992.0666666666666,9.5,7.366666666666667,18.73333333333333,26.633333333333336,92.03333333333336,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-06-05,791,74.5,64.8,1006.2,984.1,9.633333333333333,7.1000000000000005,17.366666666666667,26.633333333333336,83.89999999999999,62.833333333333336,0.4966666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015-06-06,758,60.4,50.53333333333333,1020.15,997.3,9.8,8.833333333333334,15.033333333333331,19.33333333333333,70.76666666666667,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-08,680,24.03333333333333,8.733333333333333,1032.5500000000002,7.899999999999999,10.0,6.733333333333333,11.333333333333334,19.0,32.733333333333334,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-12-15,744,37.53333333333333,33.03333333333333,1022.0,998.1666666666666,5.6000000000000005,7.133333333333333,11.0,14.0,46.8,30.633333333333336,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-05-04,699,49.4,39.06666666666666,1016.45,993.2000000000002,9.933333333333334,5.733333333333333,10.366666666666667,14.0,60.76666666666667,40.7,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018-04-16,733,31.03333333333333,26.3,1010.15,986.2,7.133333333333333,11.9,16.033333333333335,23.933333333333334,35.56666666666667,27.5,0.3533333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-07-14,711,76.10000000000001,65.8,1002.55,980.4666666666668,9.933333333333334,8.766666666666667,15.366666666666667,23.33333333333333,86.43333333333334,68.36666666666666,0.34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-01-13,612,17.7,9.7,1039.6,1014.5333333333332,8.633333333333333,8.133333333333333,14.333333333333334,19.03333333333333,29.03333333333333,12.933333333333332,0.015,4.5,0.0,0.0,1.0,0.0,0.0,0.0,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-28,693,44.9,40.833333333333336,1002.25,979.4666666666668,8.0,14.033333333333331,19.666666666666668,27.3,50.8,38.36666666666667,0.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-07-27,800,69.93333333333334,56.4,1015.5,993.1,10.0,6.966666666666666,12.633333333333333,17.033333333333335,78.7,61.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-08-31,745,72.10000000000001,65.0,1016.7,994.3,6.0,2.1333333333333333,6.666666666666667,,85.86666666666667,61.26666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-12-12,684,25.0,15.233333333333333,1016.95,991.9666666666668,9.3,13.066666666666668,19.33333333333333,29.566666666666663,36.56666666666667,17.566666666666666,0.0433333333333333,1.2,0.0,0.0,1.0,0.0,0.0,0.0,2017,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-29,802,73.86666666666666,68.66666666666667,1012.25,990.0333333333332,8.200000000000001,5.033333333333333,12.033333333333331,17.0,82.8,68.8,0.68,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-05-25,875,74.96666666666667,64.60000000000001,1011.9,989.7666666666668,10.0,9.6,15.9,27.0,82.10000000000001,63.4,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-11-05,754,64.06666666666666,56.6,1015.75,993.2333333333332,9.6,9.8,20.0,27.633333333333336,71.23333333333333,52.03333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-07-03,782,68.0,51.73333333333333,1018.1,995.6,9.933333333333334,5.233333333333333,12.366666666666667,16.7,76.63333333333333,56.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-02-16,664,35.733333333333334,26.83333333333333,1018.35,994.2333333333332,9.466666666666669,8.733333333333333,14.7,20.03333333333333,44.86666666666667,29.166666666666668,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
