index,date,day_of_week,district,crime_count,mo,temp,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
5150,2015-08-22,6,24.0,16,8,72.23333333333333,56.3,1017.85,995.6666666666666,10.0,7.433333333333334,16.333333333333332,23.066666666666663,82.06666666666666,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,2017-05-11,4,24.0,19,5,54.13333333333333,48.366666666666674,1013.5,990.1,6.833333333333333,9.0,17.76666666666667,24.366666666666664,62.8,46.93333333333334,0.9533333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6821,2017-11-06,1,24.0,28,11,41.9,33.56666666666666,1021.35,997.0,10.0,8.833333333333334,16.400000000000002,24.1,50.96666666666667,33.333333333333336,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,2017-02-09,4,24.0,16,2,19.866666666666664,5.8,1023.95,999.4333333333334,10.0,10.866666666666667,15.033333333333331,22.03333333333333,29.1,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5947,2018-09-27,4,24.0,17,9,57.6,43.5,1017.9,995.0,10.0,5.033333333333333,11.7,17.666666666666668,69.03333333333333,46.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7532,2018-12-08,6,24.0,28,12,23.766666666666666,13.1,1036.3000000000002,1011.6666666666666,10.0,3.466666666666667,8.700000000000001,14.0,30.133333333333336,17.233333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5875,2017-09-24,7,24.0,20,9,80.36666666666666,64.2,1016.9,994.8333333333334,9.866666666666667,4.7,10.7,16.55,92.53333333333336,69.26666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6513,2017-10-23,1,24.0,26,10,52.73333333333333,51.03333333333333,1010.9,988.3666666666668,7.766666666666667,7.533333333333334,12.033333333333331,18.05,54.3,51.1,1.1966666666666663,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7613,2017-12-12,2,24.0,23,12,25.0,15.233333333333333,1016.95,991.9666666666668,9.3,13.066666666666668,19.33333333333333,29.566666666666663,36.56666666666667,17.566666666666666,0.0433333333333333,1.2,0.0,0.0,1.0,0.0,0.0,0.0
3496,2019-06-08,6,24.0,27,6,66.89999999999999,54.6,1014.75,992.1,10.0,7.266666666666666,12.3,18.666666666666668,77.43333333333334,57.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
