date,mo,temp,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
2015-01-01,01,20.766666666666666,6.866666666666667,1019.95,995.3666666666667,10.0,14.033333333333333,18.1,25.7,31.46666666666667,5.133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02,01,26.599999999999998,16.866666666666664,1023.9,999.6,10.0,4.833333333333333,14.333333333333334,18.066666666666666,34.766666666666666,15.266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,01,32.6,28.166666666666668,1017.6,993.1999999999999,5.133333333333334,4.266666666666667,7.966666666666666,,35.36666666666667,16.8,0.06333333333333334,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2015-01-04,01,30.266666666666666,27.900000000000002,1012.95,988.5333333333333,2.733333333333333,8.4,18.366666666666667,25.3,35.36666666666667,15.033333333333333,0.49333333333333335,2.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-01-05,01,3.733333333333333,-5.6000000000000005,1035.6,1010.4,10.0,11.133333333333333,16.333333333333332,23.733333333333334,14.066666666666668,-2.1666666666666665,0.023333333333333334,1.6,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,01,7.633333333333333,1.1666666666666667,1029.15,1004.1999999999999,7.033333333333334,7.966666666666666,18.0,25.066666666666666,11.1,-2.9,0.10333333333333333,2.55,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-07,01,4.6000000000000005,-6.666666666666667,1034.9499999999998,1009.1666666666666,9.933333333333334,14.766666666666666,20.366666666666667,27.3,11.1,-1.633333333333333,0.0033333333333333335,2.55,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08,01,-1.1666666666666667,-8.933333333333334,1034.3,1006.2333333333332,8.299999999999999,12.933333333333332,23.333333333333332,32.4,12.366666666666667,-7.733333333333333,0.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-09,01,9.466666666666667,0.6666666666666666,1022.0,996.3000000000001,7.1000000000000005,15.466666666666667,23.733333333333334,34.0,18.966666666666665,-7.733333333333333,0.055,3.5,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-10,01,5.833333333333333,-2.8000000000000003,1031.1,1006.0,10.0,10.700000000000001,16.933333333333334,21.666666666666668,19.8,-2.9,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-11,01,26.366666666666664,15.899999999999999,1025.75,1001.4333333333334,9.366666666666667,9.766666666666667,15.366666666666667,21.0,32.53333333333333,20.266666666666666,0.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-12,01,25.133333333333336,19.433333333333334,1032.0500000000002,1004.5,6.766666666666667,8.433333333333332,16.733333333333334,24.6,32.53333333333333,18.599999999999998,0.16999999999999998,4.9,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-13,01,17.7,9.700000000000001,1039.6,1014.5333333333333,8.633333333333333,8.133333333333333,14.333333333333334,19.033333333333335,29.03333333333333,12.933333333333332,0.015,4.5,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-14,01,9.5,4.133333333333333,1030.45,1005.8000000000001,9.533333333333333,3.966666666666667,8.6,,21.733333333333334,-0.7666666666666669,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,01,21.266666666666666,14.566666666666668,1020.45,996.4666666666667,9.866666666666667,8.4,14.700000000000001,17.966666666666665,33.56666666666667,4.566666666666666,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,01,27.933333333333334,22.666666666666668,1020.0,995.9666666666667,8.866666666666667,5.766666666666667,11.0,17.1,34.833333333333336,15.333333333333334,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-17,01,34.86666666666667,27.76666666666667,1010.45,987.3333333333334,8.9,12.233333333333334,20.666666666666668,29.03333333333333,42.333333333333336,20.53333333333333,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-18,01,37.43333333333333,30.46666666666667,1008.0999999999999,984.4,9.966666666666667,11.033333333333333,15.266666666666666,21.333333333333332,42.333333333333336,27.866666666666664,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-19,01,32.03333333333333,27.566666666666666,1015.85,992.1,9.1,3.5,7.966666666666666,,41.666666666666664,24.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-20,01,35.0,31.333333333333332,1012.75,989.1,7.2,4.1000000000000005,9.966666666666667,,41.9,24.53333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2015-01-21,01,32.63333333333333,29.666666666666668,1017.45,993.2333333333332,6.233333333333333,6.366666666666667,11.0,,39.199999999999996,30.666666666666668,0.005,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2015-01-22,01,31.03333333333333,23.766666666666666,1028.65,1004.0,9.9,4.333333333333333,7.966666666666666,,34.300000000000004,28.933333333333334,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,01,30.766666666666666,24.099999999999998,1024.4,1000.8666666666667,9.299999999999999,9.533333333333333,14.0,18.05,32.666666666666664,28.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-24,01,33.6,27.133333333333336,1008.4000000000001,984.7666666666668,9.633333333333333,8.0,13.666666666666666,17.033333333333335,43.76666666666667,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-25,01,32.56666666666667,29.566666666666666,1007.9,983.8666666666667,5.8,9.566666666666668,19.333333333333332,26.366666666666664,41.1,27.03333333333333,0.006666666666666667,1.2,0.0,1.0,1.0,0.0,0.0,0.0
2015-01-26,01,24.099999999999998,17.133333333333336,1015.1,990.9666666666667,9.266666666666666,6.666666666666667,14.666666666666666,21.0,35.53333333333333,16.933333333333334,0.07,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-27,01,27.833333333333332,22.0,1019.2,993.9666666666667,6.733333333333333,5.266666666666667,9.333333333333334,,32.06666666666667,16.933333333333334,0.05500000000000001,1.2,0.0,1.0,1.0,0.0,0.0,0.0
2015-01-28,01,26.2,17.866666666666667,1024.4,1000.3333333333334,10.0,6.166666666666667,15.666666666666666,21.366666666666664,34.300000000000004,19.933333333333334,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,01,34.43333333333333,25.7,1012.45,988.5333333333333,9.3,11.9,18.400000000000002,25.066666666666666,36.86666666666667,19.933333333333334,0.02,1.2,0.0,1.0,1.0,0.0,0.0,0.0
2015-01-30,01,28.666666666666668,13.833333333333334,1030.4,1005.7666666666668,9.9,8.6,16.633333333333336,24.599999999999998,36.86666666666667,21.666666666666668,0.005,1.2,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-31,01,28.366666666666664,19.8,1026.25,1002.3666666666667,10.0,5.833333333333333,12.4,14.0,37.833333333333336,19.7,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,02,30.8,28.766666666666666,1016.45,990.9666666666667,1.5999999999999999,8.4,18.333333333333332,27.0,37.833333333333336,20.033333333333335,0.24666666666666667,13.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-02-02,02,16.96666666666667,11.200000000000001,1019.65,993.1666666666666,5.066666666666666,12.366666666666667,19.7,27.96666666666667,32.06666666666667,8.6,0.36999999999999994,16.9,1.0,0.0,1.0,0.0,0.0,0.0
2015-02-03,02,14.333333333333334,8.533333333333333,1023.0,998.0,9.200000000000001,6.8,11.4,,25.53333333333333,3.0666666666666664,0.016666666666666666,16.9,1.0,0.0,1.0,0.0,0.0,0.0
2015-02-04,02,24.0,19.599999999999998,1019.65,994.9,5.333333333333333,5.933333333333334,12.700000000000001,20.0,29.5,9.5,0.07,16.1,0.0,0.0,1.0,0.0,0.0,0.0
2015-02-05,02,9.433333333333334,-0.9,1031.35,1006.2666666666668,10.0,6.6000000000000005,11.733333333333334,18.1,29.133333333333336,0.033333333333333326,0.006666666666666667,14.6,0.0,0.0,0.0,0.0,0.0,0.0
