,date,day_of_week,district,crime_count
216,2015-01-10,6,20,8
217,2015-01-10,6,22,21
218,2015-01-10,6,24,17
219,2015-01-10,6,25,44
220,2015-01-11,7,1,20
221,2015-01-11,7,2,19
222,2015-01-11,7,3,42
223,2015-01-11,7,4,47
224,2015-01-11,7,5,34
225,2015-01-11,7,6,30
226,2015-01-11,7,7,32
227,2015-01-11,7,8,44
228,2015-01-11,7,9,31
229,2015-01-11,7,10,25
230,2015-01-11,7,11,53
231,2015-01-11,7,12,25
232,2015-01-11,7,14,19
233,2015-01-11,7,15,30
234,2015-01-11,7,16,26
235,2015-01-11,7,17,26
236,2015-01-11,7,18,26
237,2015-01-11,7,19,38
238,2015-01-11,7,20,12
239,2015-01-11,7,22,22
240,2015-01-11,7,24,13
241,2015-01-11,7,25,36
242,2015-01-12,1,1,28
243,2015-01-12,1,2,32
244,2015-01-12,1,3,37
245,2015-01-12,1,4,46
246,2015-01-12,1,5,29
247,2015-01-12,1,6,38
248,2015-01-12,1,7,35
249,2015-01-12,1,8,34
250,2015-01-12,1,9,29
251,2015-01-12,1,10,24
252,2015-01-12,1,11,39
253,2015-01-12,1,12,23
254,2015-01-12,1,14,21
255,2015-01-12,1,15,28
256,2015-01-12,1,16,29
257,2015-01-12,1,17,24
258,2015-01-12,1,18,23
259,2015-01-12,1,19,18
260,2015-01-12,1,20,15
261,2015-01-12,1,22,18
262,2015-01-12,1,24,5
263,2015-01-12,1,25,32
264,2015-01-13,2,1,29
265,2015-01-13,2,2,21
266,2015-01-13,2,3,39
267,2015-01-13,2,4,41
268,2015-01-13,2,5,27
269,2015-01-13,2,6,36
270,2015-01-13,2,7,40
271,2015-01-13,2,8,55
272,2015-01-13,2,9,33
273,2015-01-13,2,10,27
274,2015-01-13,2,11,37
275,2015-01-13,2,12,18
276,2015-01-13,2,14,16
277,2015-01-13,2,15,32
278,2015-01-13,2,16,19
279,2015-01-13,2,17,18
280,2015-01-13,2,18,20
281,2015-01-13,2,19,19
282,2015-01-13,2,20,15
283,2015-01-13,2,22,17
284,2015-01-13,2,24,19
285,2015-01-13,2,25,34
286,2015-01-14,3,1,26
287,2015-01-14,3,2,24
288,2015-01-14,3,3,40
289,2015-01-14,3,4,45
290,2015-01-14,3,5,40
291,2015-01-14,3,6,41
292,2015-01-14,3,7,44
293,2015-01-14,3,8,27
294,2015-01-14,3,9,31
295,2015-01-14,3,10,23
296,2015-01-14,3,11,62
297,2015-01-14,3,12,25
298,2015-01-14,3,14,20
299,2015-01-14,3,15,31
300,2015-01-14,3,16,23
301,2015-01-14,3,17,17
302,2015-01-14,3,18,20
303,2015-01-14,3,19,23
304,2015-01-14,3,20,12
305,2015-01-14,3,22,16
306,2015-01-14,3,24,25
307,2015-01-14,3,25,60
308,2015-01-15,4,1,43
309,2015-01-15,4,2,27
310,2015-01-15,4,3,41
311,2015-01-15,4,4,61
312,2015-01-15,4,5,45
313,2015-01-15,4,6,42
314,2015-01-15,4,7,48
315,2015-01-15,4,8,47
316,2015-01-15,4,9,35
317,2015-01-15,4,10,30
318,2015-01-15,4,11,64
319,2015-01-15,4,12,28
320,2015-01-15,4,14,19
321,2015-01-15,4,15,33
322,2015-01-15,4,16,32
323,2015-01-15,4,17,18
324,2015-01-15,4,18,23
325,2015-01-15,4,19,32
326,2015-01-15,4,20,10
327,2015-01-15,4,22,26
328,2015-01-15,4,24,18
329,2015-01-15,4,25,41
330,2015-01-16,5,1,34
331,2015-01-16,5,2,29
332,2015-01-16,5,3,38
333,2015-01-16,5,4,46
334,2015-01-16,5,5,38
335,2015-01-16,5,6,29
336,2015-01-16,5,7,35
337,2015-01-16,5,8,62
338,2015-01-16,5,9,29
339,2015-01-16,5,10,23
340,2015-01-16,5,11,54
341,2015-01-16,5,12,35
342,2015-01-16,5,14,24
343,2015-01-16,5,15,23
344,2015-01-16,5,16,33
345,2015-01-16,5,17,20
346,2015-01-16,5,18,29
347,2015-01-16,5,19,32
348,2015-01-16,5,20,11
349,2015-01-16,5,22,23
350,2015-01-16,5,24,18
351,2015-01-16,5,25,45
352,2015-01-17,6,1,28
353,2015-01-17,6,2,26
354,2015-01-17,6,3,29
355,2015-01-17,6,4,48
356,2015-01-17,6,5,36
357,2015-01-17,6,6,42
358,2015-01-17,6,7,44
359,2015-01-17,6,8,48
360,2015-01-17,6,9,45
361,2015-01-17,6,10,41
362,2015-01-17,6,11,62
363,2015-01-17,6,12,31
364,2015-01-17,6,14,20
365,2015-01-17,6,15,29
366,2015-01-17,6,16,38
367,2015-01-17,6,17,17
368,2015-01-17,6,18,34
369,2015-01-17,6,19,31
370,2015-01-17,6,20,2
371,2015-01-17,6,22,21
372,2015-01-17,6,24,19
373,2015-01-17,6,25,50
374,2015-01-18,7,1,22
375,2015-01-18,7,2,27
376,2015-01-18,7,3,43
377,2015-01-18,7,4,41
378,2015-01-18,7,5,31
379,2015-01-18,7,6,57
380,2015-01-18,7,7,39
381,2015-01-18,7,8,35
382,2015-01-18,7,9,26
383,2015-01-18,7,10,28
384,2015-01-18,7,11,40
385,2015-01-18,7,12,40
386,2015-01-18,7,14,39
387,2015-01-18,7,15,28
388,2015-01-18,7,16,22
389,2015-01-18,7,17,23
390,2015-01-18,7,18,20
391,2015-01-18,7,19,38
392,2015-01-18,7,20,11
393,2015-01-18,7,22,28
394,2015-01-18,7,24,18
395,2015-01-18,7,25,42
396,2015-01-19,1,1,31
397,2015-01-19,1,2,25
398,2015-01-19,1,3,39
399,2015-01-19,1,4,39
400,2015-01-19,1,5,35
401,2015-01-19,1,6,46
402,2015-01-19,1,7,42
403,2015-01-19,1,8,48
404,2015-01-19,1,9,30
405,2015-01-19,1,10,34
406,2015-01-19,1,11,52
407,2015-01-19,1,12,37
408,2015-01-19,1,14,21
409,2015-01-19,1,15,37
410,2015-01-19,1,16,31
411,2015-01-19,1,17,23
412,2015-01-19,1,18,28
413,2015-01-19,1,19,29
414,2015-01-19,1,20,7
415,2015-01-19,1,22,24
416,2015-01-19,1,24,16
417,2015-01-19,1,25,35
418,2015-01-20,2,1,39
419,2015-01-20,2,2,42
420,2015-01-20,2,3,40
421,2015-01-20,2,4,42
422,2015-01-20,2,5,39
423,2015-01-20,2,6,40
424,2015-01-20,2,7,33
425,2015-01-20,2,8,40
426,2015-01-20,2,9,41
427,2015-01-20,2,10,38
428,2015-01-20,2,11,55
429,2015-01-20,2,12,45
430,2015-01-20,2,14,28
431,2015-01-20,2,15,33
432,2015-01-20,2,16,31
433,2015-01-20,2,17,27
434,2015-01-20,2,18,38
435,2015-01-20,2,19,28
436,2015-01-20,2,20,18
437,2015-01-20,2,22,24
438,2015-01-20,2,24,17
439,2015-01-20,2,25,55
440,2015-01-21,3,1,43
441,2015-01-21,3,2,30
442,2015-01-21,3,3,30
443,2015-01-21,3,4,56
444,2015-01-21,3,5,38
445,2015-01-21,3,6,42
446,2015-01-21,3,7,32
447,2015-01-21,3,8,57
448,2015-01-21,3,9,24
449,2015-01-21,3,10,26
450,2015-01-21,3,11,64
451,2015-01-21,3,12,27
452,2015-01-21,3,14,16
453,2015-01-21,3,15,25
454,2015-01-21,3,16,22
455,2015-01-21,3,17,30
456,2015-01-21,3,18,34
457,2015-01-21,3,19,35
458,2015-01-21,3,20,16
459,2015-01-21,3,22,26
460,2015-01-21,3,24,28
461,2015-01-21,3,25,45
462,2015-01-22,4,1,39
463,2015-01-22,4,2,23
464,2015-01-22,4,3,37
465,2015-01-22,4,4,49
466,2015-01-22,4,5,44
467,2015-01-22,4,6,41
468,2015-01-22,4,7,37
469,2015-01-22,4,8,48
470,2015-01-22,4,9,44
471,2015-01-22,4,10,34
472,2015-01-22,4,11,62
473,2015-01-22,4,12,27
474,2015-01-22,4,14,25
475,2015-01-22,4,15,34
476,2015-01-22,4,16,32
477,2015-01-22,4,17,21
478,2015-01-22,4,18,31
479,2015-01-22,4,19,30
480,2015-01-22,4,20,12
481,2015-01-22,4,22,19
482,2015-01-22,4,24,15
483,2015-01-22,4,25,48
484,2015-01-23,5,1,43
485,2015-01-23,5,2,25
486,2015-01-23,5,3,42
487,2015-01-23,5,4,56
488,2015-01-23,5,5,32
489,2015-01-23,5,6,45
490,2015-01-23,5,7,51
491,2015-01-23,5,8,57
492,2015-01-23,5,9,44
493,2015-01-23,5,10,33
494,2015-01-23,5,11,58
495,2015-01-23,5,12,32
496,2015-01-23,5,14,26
497,2015-01-23,5,15,38
498,2015-01-23,5,16,38
499,2015-01-23,5,17,27
500,2015-01-23,5,18,29
501,2015-01-23,5,19,20
502,2015-01-23,5,20,14
503,2015-01-23,5,22,20
504,2015-01-23,5,24,25
505,2015-01-23,5,25,45
506,2015-01-24,6,1,32
507,2015-01-24,6,2,17
508,2015-01-24,6,3,31
509,2015-01-24,6,4,47
510,2015-01-24,6,5,39
511,2015-01-24,6,6,44
512,2015-01-24,6,7,27
513,2015-01-24,6,8,47
514,2015-01-24,6,9,47
515,2015-01-24,6,10,35
516,2015-01-24,6,11,57
517,2015-01-24,6,12,34
518,2015-01-24,6,14,30
519,2015-01-24,6,15,32
520,2015-01-24,6,16,40
521,2015-01-24,6,17,23
522,2015-01-24,6,18,30
523,2015-01-24,6,19,28
524,2015-01-24,6,20,16
525,2015-01-24,6,22,18
526,2015-01-24,6,24,27
527,2015-01-24,6,25,55
528,2015-01-25,7,1,20
529,2015-01-25,7,2,27
530,2015-01-25,7,3,38
531,2015-01-25,7,4,31
532,2015-01-25,7,5,33
533,2015-01-25,7,6,40
534,2015-01-25,7,7,34
535,2015-01-25,7,8,51
536,2015-01-25,7,9,39
537,2015-01-25,7,10,26
538,2015-01-25,7,11,53
539,2015-01-25,7,12,26
540,2015-01-25,7,14,18
541,2015-01-25,7,15,33
542,2015-01-25,7,16,23
543,2015-01-25,7,17,13
544,2015-01-25,7,18,33
545,2015-01-25,7,19,29
546,2015-01-25,7,20,7
547,2015-01-25,7,22,17
548,2015-01-25,7,24,15
549,2015-01-25,7,25,40
550,2015-01-26,1,1,36
551,2015-01-26,1,2,27
552,2015-01-26,1,3,31
553,2015-01-26,1,4,38
554,2015-01-26,1,5,37
555,2015-01-26,1,6,44
556,2015-01-26,1,7,33
557,2015-01-26,1,8,49
558,2015-01-26,1,9,40
559,2015-01-26,1,10,23
560,2015-01-26,1,11,53
561,2015-01-26,1,12,35
562,2015-01-26,1,14,16
563,2015-01-26,1,15,35
564,2015-01-26,1,16,9
565,2015-01-26,1,17,15
566,2015-01-26,1,18,17
567,2015-01-26,1,19,20
568,2015-01-26,1,20,12
569,2015-01-26,1,22,26
570,2015-01-26,1,24,20
571,2015-01-26,1,25,40
572,2015-01-27,2,1,42
573,2015-01-27,2,2,33
574,2015-01-27,2,3,28
575,2015-01-27,2,4,36
576,2015-01-27,2,5,33
577,2015-01-27,2,6,45
578,2015-01-27,2,7,40
579,2015-01-27,2,8,52
580,2015-01-27,2,9,34
581,2015-01-27,2,10,29
582,2015-01-27,2,11,53
583,2015-01-27,2,12,30
584,2015-01-27,2,14,20
585,2015-01-27,2,15,29
586,2015-01-27,2,16,20
587,2015-01-27,2,17,24
588,2015-01-27,2,18,13
589,2015-01-27,2,19,18
590,2015-01-27,2,20,6
591,2015-01-27,2,22,27
592,2015-01-27,2,24,17
593,2015-01-27,2,25,45
594,2015-01-27,2,31,1
595,2015-01-28,3,1,31
596,2015-01-28,3,2,16
597,2015-01-28,3,3,38
598,2015-01-28,3,4,38
599,2015-01-28,3,5,33
600,2015-01-28,3,6,35
601,2015-01-28,3,7,27
602,2015-01-28,3,8,44
603,2015-01-28,3,9,32
604,2015-01-28,3,10,24
605,2015-01-28,3,11,62
606,2015-01-28,3,12,25
607,2015-01-28,3,14,19
608,2015-01-28,3,15,29
609,2015-01-28,3,16,23
610,2015-01-28,3,17,21
611,2015-01-28,3,18,32
612,2015-01-28,3,19,23
613,2015-01-28,3,20,11
614,2015-01-28,3,22,20
615,2015-01-28,3,24,23
616,2015-01-28,3,25,41
617,2015-01-29,4,1,30
618,2015-01-29,4,2,31
619,2015-01-29,4,3,26
620,2015-01-29,4,4,56
621,2015-01-29,4,5,28
622,2015-01-29,4,6,56
623,2015-01-29,4,7,38
624,2015-01-29,4,8,44
625,2015-01-29,4,9,34
626,2015-01-29,4,10,22
627,2015-01-29,4,11,52
628,2015-01-29,4,12,34
629,2015-01-29,4,14,25
630,2015-01-29,4,15,28
631,2015-01-29,4,16,29
632,2015-01-29,4,17,22
633,2015-01-29,4,18,32
634,2015-01-29,4,19,25
635,2015-01-29,4,20,8
636,2015-01-29,4,22,22
637,2015-01-29,4,24,18
638,2015-01-29,4,25,45
639,2015-01-30,5,1,25
640,2015-01-30,5,2,39
641,2015-01-30,5,3,44
642,2015-01-30,5,4,36
643,2015-01-30,5,5,29
644,2015-01-30,5,6,36
645,2015-01-30,5,7,42
646,2015-01-30,5,8,57
647,2015-01-30,5,9,33
648,2015-01-30,5,10,30
649,2015-01-30,5,11,66
650,2015-01-30,5,12,34
651,2015-01-30,5,14,27
652,2015-01-30,5,15,22
653,2015-01-30,5,16,29
654,2015-01-30,5,17,17
655,2015-01-30,5,18,30
656,2015-01-30,5,19,24
657,2015-01-30,5,20,7
658,2015-01-30,5,22,25
659,2015-01-30,5,24,20
660,2015-01-30,5,25,42
661,2015-01-31,6,1,20
662,2015-01-31,6,2,20
663,2015-01-31,6,3,31
664,2015-01-31,6,4,43
665,2015-01-31,6,5,28
666,2015-01-31,6,6,33
667,2015-01-31,6,7,37
668,2015-01-31,6,8,34
669,2015-01-31,6,9,23
670,2015-01-31,6,10,31
671,2015-01-31,6,11,62
672,2015-01-31,6,12,26
673,2015-01-31,6,14,18
674,2015-01-31,6,15,35
675,2015-01-31,6,16,17
676,2015-01-31,6,17,20
677,2015-01-31,6,18,31
678,2015-01-31,6,19,36
679,2015-01-31,6,20,10
680,2015-01-31,6,22,19
681,2015-01-31,6,24,18
682,2015-01-31,6,25,44
683,2015-02-01,7,1,23
684,2015-02-01,7,2,25
685,2015-02-01,7,3,27
686,2015-02-01,7,4,26
687,2015-02-01,7,5,22
688,2015-02-01,7,6,24
689,2015-02-01,7,7,22
690,2015-02-01,7,8,42
691,2015-02-01,7,9,20
692,2015-02-01,7,10,26
693,2015-02-01,7,11,39
694,2015-02-01,7,12,30
695,2015-02-01,7,14,30
696,2015-02-01,7,15,26
697,2015-02-01,7,16,21
698,2015-02-01,7,17,18
699,2015-02-01,7,18,20
700,2015-02-01,7,19,34
701,2015-02-01,7,20,15
702,2015-02-01,7,22,20
703,2015-02-01,7,24,19
704,2015-02-01,7,25,34
705,2015-02-02,1,1,19
706,2015-02-02,1,2,25
707,2015-02-02,1,3,29
708,2015-02-02,1,4,24
709,2015-02-02,1,5,15
710,2015-02-02,1,6,23
711,2015-02-02,1,7,23
712,2015-02-02,1,8,44
713,2015-02-02,1,9,21
714,2015-02-02,1,10,21
715,2015-02-02,1,11,32
716,2015-02-02,1,12,9
717,2015-02-02,1,14,12
718,2015-02-02,1,15,25
719,2015-02-02,1,16,24
720,2015-02-02,1,17,22
721,2015-02-02,1,18,15
722,2015-02-02,1,19,16
723,2015-02-02,1,20,8
724,2015-02-02,1,22,19
725,2015-02-02,1,24,18
726,2015-02-02,1,25,29
727,2015-02-03,2,1,23
728,2015-02-03,2,2,23
729,2015-02-03,2,3,16
730,2015-02-03,2,4,25
731,2015-02-03,2,5,21
732,2015-02-03,2,6,33
733,2015-02-03,2,7,32
734,2015-02-03,2,8,30
735,2015-02-03,2,9,22
736,2015-02-03,2,10,24
737,2015-02-03,2,11,41
738,2015-02-03,2,12,18
739,2015-02-03,2,14,18
740,2015-02-03,2,15,24
741,2015-02-03,2,16,21
742,2015-02-03,2,17,22
743,2015-02-03,2,18,20
744,2015-02-03,2,19,18
745,2015-02-03,2,20,11
746,2015-02-03,2,22,25
747,2015-02-03,2,24,15
748,2015-02-03,2,25,30
749,2015-02-04,3,1,34
750,2015-02-04,3,2,13
751,2015-02-04,3,3,26
752,2015-02-04,3,4,37
753,2015-02-04,3,5,32
754,2015-02-04,3,6,37
755,2015-02-04,3,7,35
756,2015-02-04,3,8,41
757,2015-02-04,3,9,26
758,2015-02-04,3,10,28
759,2015-02-04,3,11,34
760,2015-02-04,3,12,33
761,2015-02-04,3,14,20
762,2015-02-04,3,15,29
763,2015-02-04,3,16,32
764,2015-02-04,3,17,11
765,2015-02-04,3,18,10
766,2015-02-04,3,19,16
767,2015-02-04,3,20,10
768,2015-02-04,3,22,18
769,2015-02-04,3,24,23
770,2015-02-04,3,25,32
771,2015-02-05,4,1,21
772,2015-02-05,4,2,18
773,2015-02-05,4,3,35
774,2015-02-05,4,4,33
775,2015-02-05,4,5,31
776,2015-02-05,4,6,30
777,2015-02-05,4,7,29
778,2015-02-05,4,8,45
779,2015-02-05,4,9,28
780,2015-02-05,4,10,27
781,2015-02-05,4,11,48
782,2015-02-05,4,12,21
783,2015-02-05,4,14,27
784,2015-02-05,4,15,24
785,2015-02-05,4,16,19
786,2015-02-05,4,17,23
787,2015-02-05,4,18,13
788,2015-02-05,4,19,12
789,2015-02-05,4,20,13
790,2015-02-05,4,22,21
791,2015-02-05,4,24,11
792,2015-02-05,4,25,43
793,2015-02-06,5,1,35
794,2015-02-06,5,2,26
795,2015-02-06,5,3,23
796,2015-02-06,5,4,41
797,2015-02-06,5,5,33
798,2015-02-06,5,6,34
799,2015-02-06,5,7,35
800,2015-02-06,5,8,52
801,2015-02-06,5,9,37
802,2015-02-06,5,10,18
803,2015-02-06,5,11,58
804,2015-02-06,5,12,44
805,2015-02-06,5,14,22
806,2015-02-06,5,15,27
807,2015-02-06,5,16,33
808,2015-02-06,5,17,23
809,2015-02-06,5,18,26
810,2015-02-06,5,19,32
811,2015-02-06,5,20,10
812,2015-02-06,5,22,27
813,2015-02-06,5,24,22
814,2015-02-06,5,25,39
815,2015-02-07,6,1,23
816,2015-02-07,6,2,21
817,2015-02-07,6,3,30
818,2015-02-07,6,4,38
819,2015-02-07,6,5,27
820,2015-02-07,6,6,39
821,2015-02-07,6,7,31
822,2015-02-07,6,8,53
823,2015-02-07,6,9,32
824,2015-02-07,6,10,27
825,2015-02-07,6,11,62
826,2015-02-07,6,12,28
827,2015-02-07,6,14,30
828,2015-02-07,6,15,29
829,2015-02-07,6,16,26
830,2015-02-07,6,17,25
831,2015-02-07,6,18,35
832,2015-02-07,6,19,25
833,2015-02-07,6,20,11
834,2015-02-07,6,22,22
835,2015-02-07,6,24,25
836,2015-02-07,6,25,40
837,2015-02-08,7,1,19
838,2015-02-08,7,2,14
839,2015-02-08,7,3,25
840,2015-02-08,7,4,37
841,2015-02-08,7,5,18
842,2015-02-08,7,6,22
843,2015-02-08,7,7,31
844,2015-02-08,7,8,51
845,2015-02-08,7,9,48
846,2015-02-08,7,10,25
847,2015-02-08,7,11,53
848,2015-02-08,7,12,20
849,2015-02-08,7,14,19
850,2015-02-08,7,15,35
851,2015-02-08,7,16,22
852,2015-02-08,7,17,26
853,2015-02-08,7,18,29
854,2015-02-08,7,19,20
855,2015-02-08,7,20,15
856,2015-02-08,7,22,23
857,2015-02-08,7,24,24
858,2015-02-08,7,25,39
859,2015-02-09,1,1,27
860,2015-02-09,1,2,29
861,2015-02-09,1,3,26
862,2015-02-09,1,4,38
863,2015-02-09,1,5,37
864,2015-02-09,1,6,41
865,2015-02-09,1,7,22
866,2015-02-09,1,8,40
867,2015-02-09,1,9,26
868,2015-02-09,1,10,28
869,2015-02-09,1,11,50
870,2015-02-09,1,12,30
871,2015-02-09,1,14,18
872,2015-02-09,1,15,30
873,2015-02-09,1,16,13
874,2015-02-09,1,17,24
875,2015-02-09,1,18,35
876,2015-02-09,1,19,15
877,2015-02-09,1,20,4
878,2015-02-09,1,22,17
879,2015-02-09,1,24,18
880,2015-02-09,1,25,39
881,2015-02-10,2,1,31
882,2015-02-10,2,2,21
883,2015-02-10,2,3,25
884,2015-02-10,2,4,47
885,2015-02-10,2,5,28
886,2015-02-10,2,6,39
887,2015-02-10,2,7,40
888,2015-02-10,2,8,43
889,2015-02-10,2,9,33
890,2015-02-10,2,10,24
891,2015-02-10,2,11,44
892,2015-02-10,2,12,19
893,2015-02-10,2,14,18
894,2015-02-10,2,15,25
895,2015-02-10,2,16,17
896,2015-02-10,2,17,18
897,2015-02-10,2,18,23
898,2015-02-10,2,19,32
899,2015-02-10,2,20,8
900,2015-02-10,2,22,22
901,2015-02-10,2,24,22
902,2015-02-10,2,25,50
903,2015-02-11,3,1,16
904,2015-02-11,3,2,18
905,2015-02-11,3,3,29
906,2015-02-11,3,4,40
907,2015-02-11,3,5,30
908,2015-02-11,3,6,37
909,2015-02-11,3,7,30
910,2015-02-11,3,8,42
911,2015-02-11,3,9,31
912,2015-02-11,3,10,27
913,2015-02-11,3,11,51
914,2015-02-11,3,12,25
915,2015-02-11,3,14,17
916,2015-02-11,3,15,34
917,2015-02-11,3,16,24
918,2015-02-11,3,17,24
919,2015-02-11,3,18,22
920,2015-02-11,3,19,18
921,2015-02-11,3,20,10
922,2015-02-11,3,22,21
923,2015-02-11,3,24,13
924,2015-02-11,3,25,47
925,2015-02-12,4,1,23
926,2015-02-12,4,2,19
927,2015-02-12,4,3,34
928,2015-02-12,4,4,40
929,2015-02-12,4,5,24
930,2015-02-12,4,6,27
