,date,day_of_week,crime_count
90,2019-04-01,1,794
91,2019-04-02,2,657
92,2019-04-03,3,680
93,2019-04-04,4,663
94,2019-04-05,5,705
95,2019-04-06,6,743
96,2019-04-07,7,703
97,2019-04-08,1,744
98,2019-04-09,2,693
99,2019-04-10,3,659
100,2019-04-11,4,746
101,2019-04-12,5,780
102,2019-04-13,6,754
103,2019-04-14,7,536
104,2019-04-15,1,724
105,2019-04-16,2,708
106,2019-04-17,3,692
107,2019-04-18,4,628
108,2019-04-19,5,650
109,2019-04-20,6,730
110,2019-04-21,7,645
111,2019-04-22,1,736
112,2019-04-23,2,743
113,2019-04-24,3,702
114,2019-04-25,4,767
115,2019-04-26,5,762
116,2019-04-27,6,629
117,2019-04-28,7,606
118,2019-04-29,1,717
119,2019-04-30,2,729
120,2019-05-01,3,818
121,2019-05-02,4,699
122,2019-05-03,5,791
123,2019-05-04,6,699
124,2019-05-05,7,779
125,2019-05-06,1,792
126,2019-05-07,2,700
127,2019-05-08,3,759
128,2019-05-09,4,737
129,2019-05-10,5,798
130,2019-05-11,6,696
131,2019-05-12,7,631
132,2019-05-13,1,790
133,2019-05-14,2,720
134,2019-05-15,3,765
135,2019-05-16,4,740
136,2019-05-17,5,775
137,2019-05-18,6,757
138,2019-05-19,7,775
139,2019-05-20,1,809
140,2019-05-21,2,728
141,2019-05-22,3,773
142,2019-05-23,4,772
143,2019-05-24,5,847
144,2019-05-25,6,875
145,2019-05-26,7,827
146,2019-05-27,1,746
147,2019-05-28,2,747
148,2019-05-29,3,738
149,2019-05-30,4,746
150,2019-05-31,5,831
151,2019-06-01,6,926
152,2019-06-02,7,735
153,2019-06-03,1,706
154,2019-06-04,2,772
155,2019-06-05,3,791
156,2019-06-06,4,741
157,2019-06-07,5,823
158,2019-06-08,6,888
159,2019-06-09,7,805
160,2019-06-10,1,799
161,2019-06-11,2,778
162,2019-06-12,3,715
163,2019-06-13,4,701
164,2019-06-14,5,806
165,2019-06-15,6,832
166,2019-06-16,7,721
167,2019-06-17,1,752
168,2019-06-18,2,716
169,2019-06-19,3,808
170,2019-06-20,4,733
171,2019-06-21,5,779
172,2019-06-22,6,825
173,2019-06-23,7,810
174,2019-06-24,1,810
175,2019-06-25,2,784
176,2019-06-26,3,798
177,2019-06-27,4,750
178,2019-06-28,5,847
179,2019-06-29,6,864
180,2019-06-30,7,805
181,2019-07-01,1,912
182,2019-07-02,2,769
183,2019-07-03,3,807
184,2019-07-04,4,799
185,2019-07-05,5,891
186,2019-07-06,6,816
187,2019-07-07,7,775
188,2019-07-08,1,834
189,2019-07-09,2,743
190,2019-07-10,3,837
191,2019-07-11,4,765
192,2019-07-12,5,788
193,2019-07-13,6,893
194,2019-07-14,7,790
195,2019-07-15,1,822
196,2019-07-16,2,755
197,2019-07-17,3,803
198,2019-07-18,4,760
199,2019-07-19,5,802
200,2019-07-20,6,827
201,2019-07-21,7,774
202,2019-07-22,1,790
203,2019-07-23,2,788
204,2019-07-24,3,745
205,2019-07-25,4,800
206,2019-07-26,5,816
207,2019-07-27,6,826
208,2019-07-28,7,833
209,2019-07-29,1,815
210,2019-07-30,2,777
211,2019-07-31,3,713
212,2019-08-01,4,924
213,2019-08-02,5,881
214,2019-08-03,6,869
215,2019-08-04,7,842
216,2019-08-05,1,809
217,2019-08-06,2,784
218,2019-08-07,3,780
219,2019-08-08,4,821
220,2019-08-09,5,796
221,2019-08-10,6,800
222,2019-08-11,7,802
223,2019-08-12,1,709
224,2019-08-13,2,762
225,2019-08-14,3,794
226,2019-08-15,4,813
227,2019-08-16,5,774
228,2019-08-17,6,811
229,2019-08-18,7,759
230,2019-08-19,1,787
231,2019-08-20,2,732
232,2019-08-21,3,722
233,2019-08-22,4,754
234,2019-08-23,5,781
235,2019-08-24,6,818
236,2019-08-25,7,767
237,2019-08-26,1,730
238,2019-08-27,2,732
239,2019-08-28,3,753
240,2019-08-29,4,773
241,2019-08-30,5,767
242,2019-08-31,6,775
243,2019-09-01,7,893
244,2019-09-02,1,777
245,2019-09-03,2,680
246,2019-09-04,3,683
247,2019-09-05,4,650
248,2019-09-06,5,773
249,2019-09-07,6,737
250,2019-09-08,7,720
251,2019-09-09,1,778
252,2019-09-10,2,720
253,2019-09-11,3,751
254,2019-09-12,4,785
255,2019-09-13,5,817
256,2019-09-14,6,764
257,2019-09-15,7,785
258,2019-09-16,1,806
259,2019-09-17,2,782
260,2019-09-18,3,757
261,2019-09-19,4,789
262,2019-09-20,5,816
263,2019-09-21,6,757
264,2019-09-22,7,656
265,2019-09-23,1,766
266,2019-09-24,2,757
267,2019-09-25,3,713
268,2019-09-26,4,709
269,2019-09-27,5,668
270,2019-09-28,6,700
271,2019-09-29,7,713
272,2019-09-30,1,753
273,2019-10-01,2,883
274,2019-10-02,3,730
275,2019-10-03,4,730
276,2019-10-04,5,716
277,2019-10-05,6,723
278,2019-10-06,7,670
279,2019-10-07,1,746
280,2019-10-08,2,712
281,2019-10-09,3,734
282,2019-10-10,4,648
283,2019-10-11,5,729
284,2019-10-12,6,732
285,2019-10-13,7,697
286,2019-10-14,1,686
287,2019-10-15,2,744
288,2019-10-16,3,741
289,2019-10-17,4,676
290,2019-10-18,5,704
291,2019-10-19,6,718
292,2019-10-20,7,720
293,2019-10-21,1,712
294,2019-10-22,2,660
295,2019-10-23,3,700
296,2019-10-24,4,716
297,2019-10-25,5,751
298,2019-10-26,6,559
299,2019-10-27,7,702
300,2019-10-28,1,660
301,2019-10-29,2,635
302,2019-10-30,3,578
303,2019-10-31,4,589
304,2019-11-01,5,859
305,2019-11-02,6,664
306,2019-11-03,7,721
307,2019-11-04,1,672
308,2019-11-05,2,636
309,2019-11-06,3,661
310,2019-11-07,4,664
311,2019-11-08,5,680
312,2019-11-09,6,710
313,2019-11-10,7,652
314,2019-11-11,1,494
315,2019-11-12,2,547
316,2019-11-13,3,578
317,2019-11-14,4,578
318,2019-11-15,5,758
319,2019-11-16,6,664
320,2019-11-17,7,702
321,2019-11-18,1,683
322,2019-11-19,2,687
323,2019-11-20,3,730
324,2019-11-21,4,662
325,2019-11-22,5,727
326,2019-11-23,6,702
327,2019-11-24,7,699
328,2019-11-25,1,694
329,2019-11-26,2,678
330,2019-11-27,3,637
331,2019-11-28,4,508
332,2019-11-29,5,649
333,2019-11-30,6,663
334,2019-12-01,7,726
335,2019-12-02,1,709
336,2019-12-03,2,690
337,2019-12-04,3,746
338,2019-12-05,4,700
339,2019-12-06,5,736
340,2019-12-07,6,700
341,2019-12-08,7,671
342,2019-12-09,1,705
343,2019-12-10,2,675
344,2019-12-11,3,606
345,2019-12-12,4,656
346,2019-12-13,5,732
347,2019-12-14,6,681
348,2019-12-15,7,656
349,2019-12-16,1,624
350,2019-12-17,2,670
351,2019-12-18,3,653
352,2019-12-19,4,683
353,2019-12-20,5,726
354,2019-12-21,6,747
355,2019-12-22,7,681
356,2019-12-23,1,691
357,2019-12-24,2,624
358,2019-12-25,3,511
359,2019-12-26,4,610
360,2019-12-27,5,694
361,2019-12-28,6,639
362,2019-12-29,7,689
363,2019-12-30,1,616
364,2019-12-31,2,549
