,date,day_of_week,district,crime_count
271,2018-01-13,6,7,26
272,2018-01-13,6,8,44
273,2018-01-13,6,9,19
274,2018-01-13,6,10,26
275,2018-01-13,6,11,37
276,2018-01-13,6,12,30
277,2018-01-13,6,14,27
278,2018-01-13,6,15,24
279,2018-01-13,6,16,16
280,2018-01-13,6,17,18
281,2018-01-13,6,18,46
282,2018-01-13,6,19,18
283,2018-01-13,6,20,13
284,2018-01-13,6,22,22
285,2018-01-13,6,24,15
286,2018-01-13,6,25,37
287,2018-01-14,7,1,27
288,2018-01-14,7,2,35
289,2018-01-14,7,3,30
290,2018-01-14,7,4,29
291,2018-01-14,7,5,31
292,2018-01-14,7,6,36
293,2018-01-14,7,7,28
294,2018-01-14,7,8,44
295,2018-01-14,7,9,26
296,2018-01-14,7,10,31
297,2018-01-14,7,11,36
298,2018-01-14,7,12,11
299,2018-01-14,7,14,16
300,2018-01-14,7,15,19
301,2018-01-14,7,16,18
302,2018-01-14,7,17,6
303,2018-01-14,7,18,31
304,2018-01-14,7,19,28
305,2018-01-14,7,20,12
306,2018-01-14,7,22,22
307,2018-01-14,7,24,18
308,2018-01-14,7,25,30
309,2018-01-15,1,1,35
310,2018-01-15,1,2,20
311,2018-01-15,1,3,34
312,2018-01-15,1,4,30
313,2018-01-15,1,5,18
314,2018-01-15,1,6,29
315,2018-01-15,1,7,27
316,2018-01-15,1,8,34
317,2018-01-15,1,9,21
318,2018-01-15,1,10,27
319,2018-01-15,1,11,45
320,2018-01-15,1,12,22
321,2018-01-15,1,14,16
322,2018-01-15,1,15,17
323,2018-01-15,1,16,19
324,2018-01-15,1,17,21
325,2018-01-15,1,18,24
326,2018-01-15,1,19,17
327,2018-01-15,1,20,17
328,2018-01-15,1,22,15
329,2018-01-15,1,24,13
330,2018-01-15,1,25,30
331,2018-01-16,2,1,30
332,2018-01-16,2,2,32
333,2018-01-16,2,3,28
334,2018-01-16,2,4,29
335,2018-01-16,2,5,26
336,2018-01-16,2,6,32
337,2018-01-16,2,7,29
338,2018-01-16,2,8,51
339,2018-01-16,2,9,27
340,2018-01-16,2,10,22
341,2018-01-16,2,11,37
342,2018-01-16,2,12,30
343,2018-01-16,2,14,13
344,2018-01-16,2,15,15
345,2018-01-16,2,16,27
346,2018-01-16,2,17,13
347,2018-01-16,2,18,51
348,2018-01-16,2,19,25
349,2018-01-16,2,20,19
350,2018-01-16,2,22,26
351,2018-01-16,2,24,14
352,2018-01-16,2,25,38
353,2018-01-17,3,1,49
354,2018-01-17,3,2,39
355,2018-01-17,3,3,21
356,2018-01-17,3,4,39
357,2018-01-17,3,5,22
358,2018-01-17,3,6,39
359,2018-01-17,3,7,25
360,2018-01-17,3,8,49
361,2018-01-17,3,9,24
362,2018-01-17,3,10,35
363,2018-01-17,3,11,49
364,2018-01-17,3,12,20
365,2018-01-17,3,14,21
366,2018-01-17,3,15,28
367,2018-01-17,3,16,17
368,2018-01-17,3,17,22
369,2018-01-17,3,18,40
370,2018-01-17,3,19,21
371,2018-01-17,3,20,7
372,2018-01-17,3,22,27
373,2018-01-17,3,24,20
374,2018-01-17,3,25,35
375,2018-01-18,4,1,34
376,2018-01-18,4,2,31
377,2018-01-18,4,3,24
378,2018-01-18,4,4,36
379,2018-01-18,4,5,23
380,2018-01-18,4,6,34
381,2018-01-18,4,7,40
382,2018-01-18,4,8,39
383,2018-01-18,4,9,25
384,2018-01-18,4,10,19
385,2018-01-18,4,11,46
386,2018-01-18,4,12,31
387,2018-01-18,4,14,19
388,2018-01-18,4,15,22
389,2018-01-18,4,16,33
390,2018-01-18,4,17,24
391,2018-01-18,4,18,34
392,2018-01-18,4,19,27
393,2018-01-18,4,20,15
394,2018-01-18,4,22,21
395,2018-01-18,4,24,16
396,2018-01-18,4,25,33
397,2018-01-19,5,1,55
398,2018-01-19,5,2,25
399,2018-01-19,5,3,45
400,2018-01-19,5,4,30
401,2018-01-19,5,5,36
402,2018-01-19,5,6,42
403,2018-01-19,5,7,36
404,2018-01-19,5,8,28
405,2018-01-19,5,9,24
406,2018-01-19,5,10,37
407,2018-01-19,5,11,39
408,2018-01-19,5,12,36
409,2018-01-19,5,14,25
410,2018-01-19,5,15,23
411,2018-01-19,5,16,26
412,2018-01-19,5,17,16
413,2018-01-19,5,18,49
414,2018-01-19,5,19,36
415,2018-01-19,5,20,14
416,2018-01-19,5,22,25
417,2018-01-19,5,24,24
418,2018-01-19,5,25,38
419,2018-01-20,6,1,35
420,2018-01-20,6,2,31
421,2018-01-20,6,3,34
422,2018-01-20,6,4,53
423,2018-01-20,6,5,20
424,2018-01-20,6,6,45
425,2018-01-20,6,7,45
426,2018-01-20,6,8,38
427,2018-01-20,6,9,28
428,2018-01-20,6,10,27
429,2018-01-20,6,11,53
430,2018-01-20,6,12,35
431,2018-01-20,6,14,27
432,2018-01-20,6,15,38
433,2018-01-20,6,16,31
434,2018-01-20,6,17,17
435,2018-01-20,6,18,57
436,2018-01-20,6,19,29
437,2018-01-20,6,20,15
438,2018-01-20,6,22,25
439,2018-01-20,6,24,16
440,2018-01-20,6,25,32
441,2018-01-21,7,1,44
442,2018-01-21,7,2,26
443,2018-01-21,7,3,37
444,2018-01-21,7,4,41
445,2018-01-21,7,5,36
446,2018-01-21,7,6,38
447,2018-01-21,7,7,31
448,2018-01-21,7,8,27
449,2018-01-21,7,9,37
450,2018-01-21,7,10,37
451,2018-01-21,7,11,59
452,2018-01-21,7,12,34
453,2018-01-21,7,14,21
454,2018-01-21,7,15,34
455,2018-01-21,7,16,17
456,2018-01-21,7,17,27
457,2018-01-21,7,18,47
458,2018-01-21,7,19,34
459,2018-01-21,7,20,15
460,2018-01-21,7,22,18
461,2018-01-21,7,24,24
462,2018-01-21,7,25,34
463,2018-01-22,1,1,47
464,2018-01-22,1,2,35
465,2018-01-22,1,3,40
466,2018-01-22,1,4,19
467,2018-01-22,1,5,29
468,2018-01-22,1,6,49
469,2018-01-22,1,7,34
470,2018-01-22,1,8,45
471,2018-01-22,1,9,38
472,2018-01-22,1,10,35
473,2018-01-22,1,11,43
474,2018-01-22,1,12,41
475,2018-01-22,1,14,20
476,2018-01-22,1,15,18
477,2018-01-22,1,16,35
478,2018-01-22,1,17,22
479,2018-01-22,1,18,40
480,2018-01-22,1,19,26
481,2018-01-22,1,20,14
482,2018-01-22,1,22,26
483,2018-01-22,1,24,31
484,2018-01-22,1,25,37
485,2018-01-23,2,1,52
486,2018-01-23,2,2,23
487,2018-01-23,2,3,35
488,2018-01-23,2,4,37
489,2018-01-23,2,5,24
490,2018-01-23,2,6,55
491,2018-01-23,2,7,41
492,2018-01-23,2,8,41
493,2018-01-23,2,9,33
494,2018-01-23,2,10,26
495,2018-01-23,2,11,46
496,2018-01-23,2,12,33
497,2018-01-23,2,14,20
498,2018-01-23,2,15,26
499,2018-01-23,2,16,32
500,2018-01-23,2,17,23
501,2018-01-23,2,18,35
502,2018-01-23,2,19,42
503,2018-01-23,2,20,19
504,2018-01-23,2,22,24
505,2018-01-23,2,24,16
506,2018-01-23,2,25,36
507,2018-01-24,3,1,30
508,2018-01-24,3,2,25
509,2018-01-24,3,3,36
510,2018-01-24,3,4,28
511,2018-01-24,3,5,26
512,2018-01-24,3,6,44
513,2018-01-24,3,7,27
514,2018-01-24,3,8,45
515,2018-01-24,3,9,27
516,2018-01-24,3,10,29
517,2018-01-24,3,11,41
518,2018-01-24,3,12,32
519,2018-01-24,3,14,12
520,2018-01-24,3,15,24
521,2018-01-24,3,16,22
522,2018-01-24,3,17,15
523,2018-01-24,3,18,37
524,2018-01-24,3,19,35
525,2018-01-24,3,20,7
526,2018-01-24,3,22,16
527,2018-01-24,3,24,25
528,2018-01-24,3,25,30
529,2018-01-25,4,1,44
530,2018-01-25,4,2,37
531,2018-01-25,4,3,37
532,2018-01-25,4,4,36
533,2018-01-25,4,5,27
534,2018-01-25,4,6,54
535,2018-01-25,4,7,30
536,2018-01-25,4,8,37
537,2018-01-25,4,9,30
538,2018-01-25,4,10,15
539,2018-01-25,4,11,41
540,2018-01-25,4,12,19
541,2018-01-25,4,14,16
542,2018-01-25,4,15,30
543,2018-01-25,4,16,26
544,2018-01-25,4,17,17
545,2018-01-25,4,18,40
546,2018-01-25,4,19,22
547,2018-01-25,4,20,7
548,2018-01-25,4,22,22
549,2018-01-25,4,24,10
550,2018-01-25,4,25,44
551,2018-01-26,5,1,41
552,2018-01-26,5,2,39
553,2018-01-26,5,3,34
554,2018-01-26,5,4,30
555,2018-01-26,5,5,39
556,2018-01-26,5,6,36
557,2018-01-26,5,7,47
558,2018-01-26,5,8,40
559,2018-01-26,5,9,42
560,2018-01-26,5,10,30
561,2018-01-26,5,11,44
562,2018-01-26,5,12,35
563,2018-01-26,5,14,29
564,2018-01-26,5,15,28
565,2018-01-26,5,16,36
566,2018-01-26,5,17,27
567,2018-01-26,5,18,52
568,2018-01-26,5,19,30
569,2018-01-26,5,20,14
570,2018-01-26,5,22,26
571,2018-01-26,5,24,23
572,2018-01-26,5,25,41
573,2018-01-27,6,1,42
574,2018-01-27,6,2,27
575,2018-01-27,6,3,29
576,2018-01-27,6,4,37
577,2018-01-27,6,5,33
578,2018-01-27,6,6,41
579,2018-01-27,6,7,36
580,2018-01-27,6,8,42
581,2018-01-27,6,9,27
582,2018-01-27,6,10,47
583,2018-01-27,6,11,61
584,2018-01-27,6,12,30
585,2018-01-27,6,14,21
586,2018-01-27,6,15,29
587,2018-01-27,6,16,22
588,2018-01-27,6,17,26
589,2018-01-27,6,18,64
590,2018-01-27,6,19,44
591,2018-01-27,6,20,18
592,2018-01-27,6,22,24
593,2018-01-27,6,24,25
594,2018-01-27,6,25,29
595,2018-01-28,7,1,28
596,2018-01-28,7,2,25
597,2018-01-28,7,3,32
598,2018-01-28,7,4,34
599,2018-01-28,7,5,24
600,2018-01-28,7,6,44
601,2018-01-28,7,7,29
602,2018-01-28,7,8,40
603,2018-01-28,7,9,27
604,2018-01-28,7,10,38
605,2018-01-28,7,11,57
606,2018-01-28,7,12,24
607,2018-01-28,7,14,24
608,2018-01-28,7,15,29
609,2018-01-28,7,16,24
610,2018-01-28,7,17,11
611,2018-01-28,7,18,57
612,2018-01-28,7,19,36
613,2018-01-28,7,20,9
614,2018-01-28,7,22,21
615,2018-01-28,7,24,19
616,2018-01-28,7,25,39
617,2018-01-29,1,1,65
618,2018-01-29,1,2,24
619,2018-01-29,1,3,35
620,2018-01-29,1,4,35
621,2018-01-29,1,5,31
622,2018-01-29,1,6,35
623,2018-01-29,1,7,32
624,2018-01-29,1,8,30
625,2018-01-29,1,9,25
626,2018-01-29,1,10,24
627,2018-01-29,1,11,25
628,2018-01-29,1,12,32
629,2018-01-29,1,14,26
630,2018-01-29,1,15,22
631,2018-01-29,1,16,15
632,2018-01-29,1,17,27
633,2018-01-29,1,18,53
634,2018-01-29,1,19,35
635,2018-01-29,1,20,18
636,2018-01-29,1,22,16
637,2018-01-29,1,24,19
638,2018-01-29,1,25,28
639,2018-01-30,2,1,50
640,2018-01-30,2,2,26
641,2018-01-30,2,3,30
642,2018-01-30,2,4,40
643,2018-01-30,2,5,29
644,2018-01-30,2,6,38
645,2018-01-30,2,7,28
646,2018-01-30,2,8,34
647,2018-01-30,2,9,23
648,2018-01-30,2,10,29
649,2018-01-30,2,11,48
650,2018-01-30,2,12,30
651,2018-01-30,2,14,24
652,2018-01-30,2,15,12
653,2018-01-30,2,16,17
654,2018-01-30,2,17,20
655,2018-01-30,2,18,37
656,2018-01-30,2,19,25
657,2018-01-30,2,20,15
658,2018-01-30,2,22,25
659,2018-01-30,2,24,22
660,2018-01-30,2,25,35
661,2018-01-31,3,1,26
662,2018-01-31,3,2,33
663,2018-01-31,3,3,26
664,2018-01-31,3,4,43
665,2018-01-31,3,5,35
666,2018-01-31,3,6,53
667,2018-01-31,3,7,44
668,2018-01-31,3,8,45
669,2018-01-31,3,9,28
670,2018-01-31,3,10,24
671,2018-01-31,3,11,58
672,2018-01-31,3,12,33
673,2018-01-31,3,14,21
674,2018-01-31,3,15,13
675,2018-01-31,3,16,35
676,2018-01-31,3,17,24
677,2018-01-31,3,18,41
678,2018-01-31,3,19,31
679,2018-01-31,3,20,19
680,2018-01-31,3,22,21
681,2018-01-31,3,24,13
682,2018-01-31,3,25,42
683,2018-02-01,4,1,48
684,2018-02-01,4,2,31
685,2018-02-01,4,3,27
686,2018-02-01,4,4,49
687,2018-02-01,4,5,38
688,2018-02-01,4,6,55
689,2018-02-01,4,7,52
690,2018-02-01,4,8,45
691,2018-02-01,4,9,30
692,2018-02-01,4,10,36
693,2018-02-01,4,11,44
694,2018-02-01,4,12,38
695,2018-02-01,4,14,15
696,2018-02-01,4,15,33
697,2018-02-01,4,16,15
698,2018-02-01,4,17,29
699,2018-02-01,4,18,28
700,2018-02-01,4,19,24
701,2018-02-01,4,20,11
702,2018-02-01,4,22,20
703,2018-02-01,4,24,24
704,2018-02-01,4,25,49
705,2018-02-02,5,1,43
706,2018-02-02,5,2,32
707,2018-02-02,5,3,31
708,2018-02-02,5,4,32
709,2018-02-02,5,5,22
710,2018-02-02,5,6,41
711,2018-02-02,5,7,30
712,2018-02-02,5,8,34
713,2018-02-02,5,9,26
714,2018-02-02,5,10,26
715,2018-02-02,5,11,47
716,2018-02-02,5,12,39
717,2018-02-02,5,14,20
718,2018-02-02,5,15,33
719,2018-02-02,5,16,24
720,2018-02-02,5,17,24
721,2018-02-02,5,18,43
722,2018-02-02,5,19,32
723,2018-02-02,5,20,17
724,2018-02-02,5,22,26
725,2018-02-02,5,24,15
726,2018-02-02,5,25,37
727,2018-02-03,6,1,42
728,2018-02-03,6,2,32
729,2018-02-03,6,3,22
730,2018-02-03,6,4,39
731,2018-02-03,6,5,26
732,2018-02-03,6,6,43
733,2018-02-03,6,7,30
734,2018-02-03,6,8,35
735,2018-02-03,6,9,24
736,2018-02-03,6,10,37
737,2018-02-03,6,11,52
738,2018-02-03,6,12,27
739,2018-02-03,6,14,25
740,2018-02-03,6,15,23
741,2018-02-03,6,16,15
742,2018-02-03,6,17,16
743,2018-02-03,6,18,34
744,2018-02-03,6,19,24
745,2018-02-03,6,20,13
746,2018-02-03,6,22,27
747,2018-02-03,6,24,15
748,2018-02-03,6,25,29
749,2018-02-04,7,1,25
750,2018-02-04,7,2,20
751,2018-02-04,7,3,18
752,2018-02-04,7,4,32
753,2018-02-04,7,5,15
754,2018-02-04,7,6,28
755,2018-02-04,7,7,31
756,2018-02-04,7,8,40
757,2018-02-04,7,9,13
758,2018-02-04,7,10,20
759,2018-02-04,7,11,34
760,2018-02-04,7,12,23
761,2018-02-04,7,14,18
762,2018-02-04,7,15,14
763,2018-02-04,7,16,23
764,2018-02-04,7,17,14
765,2018-02-04,7,18,36
766,2018-02-04,7,19,30
767,2018-02-04,7,20,8
768,2018-02-04,7,22,20
769,2018-02-04,7,24,15
770,2018-02-04,7,25,36
771,2018-02-05,1,1,43
772,2018-02-05,1,2,36
773,2018-02-05,1,3,22
774,2018-02-05,1,4,28
775,2018-02-05,1,5,20
776,2018-02-05,1,6,29
777,2018-02-05,1,7,30
778,2018-02-05,1,8,40
779,2018-02-05,1,9,17
780,2018-02-05,1,10,26
781,2018-02-05,1,11,35
782,2018-02-05,1,12,23
783,2018-02-05,1,14,15
784,2018-02-05,1,15,22
785,2018-02-05,1,16,20
786,2018-02-05,1,17,18
787,2018-02-05,1,18,27
788,2018-02-05,1,19,32
789,2018-02-05,1,20,7
790,2018-02-05,1,22,15
791,2018-02-05,1,24,15
792,2018-02-05,1,25,23
793,2018-02-06,2,1,38
794,2018-02-06,2,2,24
795,2018-02-06,2,3,35
796,2018-02-06,2,4,32
797,2018-02-06,2,5,27
798,2018-02-06,2,6,31
799,2018-02-06,2,7,35
800,2018-02-06,2,8,35
801,2018-02-06,2,9,25
802,2018-02-06,2,10,26
803,2018-02-06,2,11,46
804,2018-02-06,2,12,25
805,2018-02-06,2,14,19
806,2018-02-06,2,15,21
807,2018-02-06,2,16,22
808,2018-02-06,2,17,20
809,2018-02-06,2,18,27
810,2018-02-06,2,19,28
811,2018-02-06,2,20,10
812,2018-02-06,2,22,16
813,2018-02-06,2,24,19
814,2018-02-06,2,25,27
815,2018-02-07,3,1,39
816,2018-02-07,3,2,17
817,2018-02-07,3,3,27
818,2018-02-07,3,4,24
819,2018-02-07,3,5,29
820,2018-02-07,3,6,32
821,2018-02-07,3,7,36
822,2018-02-07,3,8,34
823,2018-02-07,3,9,24
824,2018-02-07,3,10,27
825,2018-02-07,3,11,38
826,2018-02-07,3,12,21
827,2018-02-07,3,14,16
828,2018-02-07,3,15,24
829,2018-02-07,3,16,18
830,2018-02-07,3,17,20
831,2018-02-07,3,18,34
832,2018-02-07,3,19,18
833,2018-02-07,3,20,9
834,2018-02-07,3,22,17
835,2018-02-07,3,24,9
836,2018-02-07,3,25,31
837,2018-02-08,4,1,38
838,2018-02-08,4,2,21
839,2018-02-08,4,3,22
840,2018-02-08,4,4,22
841,2018-02-08,4,5,29
842,2018-02-08,4,6,17
843,2018-02-08,4,7,31
844,2018-02-08,4,8,36
845,2018-02-08,4,9,25
846,2018-02-08,4,10,33
847,2018-02-08,4,11,43
848,2018-02-08,4,12,38
849,2018-02-08,4,14,23
850,2018-02-08,4,15,22
851,2018-02-08,4,16,19
852,2018-02-08,4,17,12
853,2018-02-08,4,18,35
854,2018-02-08,4,19,24
855,2018-02-08,4,20,9
856,2018-02-08,4,22,20
857,2018-02-08,4,24,11
858,2018-02-08,4,25,27
859,2018-02-09,5,1,32
860,2018-02-09,5,2,28
861,2018-02-09,5,3,21
862,2018-02-09,5,4,25
863,2018-02-09,5,5,24
864,2018-02-09,5,6,29
865,2018-02-09,5,7,16
866,2018-02-09,5,8,32
867,2018-02-09,5,9,19
868,2018-02-09,5,10,24
869,2018-02-09,5,11,24
870,2018-02-09,5,12,30
871,2018-02-09,5,14,18
872,2018-02-09,5,15,20
873,2018-02-09,5,16,25
874,2018-02-09,5,17,16
875,2018-02-09,5,18,33
876,2018-02-09,5,19,20
877,2018-02-09,5,20,13
878,2018-02-09,5,22,13
879,2018-02-09,5,24,15
880,2018-02-09,5,25,28
881,2018-02-10,6,1,33
882,2018-02-10,6,2,17
883,2018-02-10,6,3,20
884,2018-02-10,6,4,22
885,2018-02-10,6,5,14
886,2018-02-10,6,6,35
887,2018-02-10,6,7,26
888,2018-02-10,6,8,39
889,2018-02-10,6,9,23
890,2018-02-10,6,10,23
891,2018-02-10,6,11,39
892,2018-02-10,6,12,24
893,2018-02-10,6,14,12
894,2018-02-10,6,15,25
895,2018-02-10,6,16,24
896,2018-02-10,6,17,13
897,2018-02-10,6,18,49
898,2018-02-10,6,19,22
899,2018-02-10,6,20,10
900,2018-02-10,6,22,21
901,2018-02-10,6,24,20
902,2018-02-10,6,25,23
903,2018-02-11,7,1,25
904,2018-02-11,7,2,26
905,2018-02-11,7,3,21
906,2018-02-11,7,4,33
907,2018-02-11,7,5,23
908,2018-02-11,7,6,33
909,2018-02-11,7,7,26
910,2018-02-11,7,8,26
911,2018-02-11,7,9,32
912,2018-02-11,7,10,23
913,2018-02-11,7,11,35
914,2018-02-11,7,12,21
915,2018-02-11,7,14,20
916,2018-02-11,7,15,15
917,2018-02-11,7,16,14
918,2018-02-11,7,17,14
919,2018-02-11,7,18,35
920,2018-02-11,7,19,35
921,2018-02-11,7,20,16
922,2018-02-11,7,22,13
923,2018-02-11,7,24,16
924,2018-02-11,7,25,35
925,2018-02-12,1,1,39
926,2018-02-12,1,2,19
927,2018-02-12,1,3,35
928,2018-02-12,1,4,34
929,2018-02-12,1,5,29
