,date,day_of_week,district,crime_count
793,2017-02-06,1,1.0,45
794,2017-02-06,1,2.0,36
795,2017-02-06,1,3.0,30
796,2017-02-06,1,4.0,45
797,2017-02-06,1,5.0,43
798,2017-02-06,1,6.0,28
799,2017-02-06,1,7.0,43
800,2017-02-06,1,8.0,61
801,2017-02-06,1,9.0,41
802,2017-02-06,1,10.0,36
803,2017-02-06,1,11.0,52
804,2017-02-06,1,12.0,40
805,2017-02-06,1,14.0,19
806,2017-02-06,1,15.0,34
807,2017-02-06,1,16.0,19
808,2017-02-06,1,17.0,19
809,2017-02-06,1,18.0,34
810,2017-02-06,1,19.0,32
811,2017-02-06,1,20.0,16
812,2017-02-06,1,22.0,25
813,2017-02-06,1,24.0,24
814,2017-02-06,1,25.0,40
815,2017-02-07,2,1.0,35
816,2017-02-07,2,2.0,33
817,2017-02-07,2,3.0,28
818,2017-02-07,2,4.0,40
819,2017-02-07,2,5.0,24
820,2017-02-07,2,6.0,37
