day_of_week,temp,snow_ice_pellets,crime_count
3,44.56666666666666,0.0,0.3569230769230769
4,39.76666666666667,1.0,0.3292307692307692
5,35.23333333333333,0.0,0.4523076923076923
6,41.03333333333333,0.0,0.5076923076923077
7,48.96666666666667,0.0,0.18769230769230769
1,45.53333333333333,0.0,0.5261538461538462
2,43.86666666666667,0.0,0.52
3,49.6,0.0,0.4492307692307692
4,60.03333333333333,0.0,0.5661538461538461
5,44.833333333333336,0.0,0.796923076923077
6,35.93333333333333,1.0,0.24923076923076923
7,40.73333333333333,0.0,0.41846153846153844
1,40.6,1.0,0.28
2,34.56666666666667,0.0,0.3292307692307692
3,45.23333333333333,0.0,0.27692307692307694
4,40.46666666666667,1.0,0.5292307692307693
5,37.66666666666666,1.0,0.1723076923076923
6,30.5,1.0,0.36615384615384616
7,37.63333333333333,1.0,0.4123076923076923
1,48.56666666666666,0.0,0.3261538461538461
2,40.23333333333333,0.0,0.40307692307692305
3,42.96666666666667,0.0,0.4461538461538462
4,48.63333333333333,0.0,0.3723076923076923
5,53.93333333333334,0.0,0.7415384615384616
6,58.6,0.0,0.5046153846153846
7,63.2,0.0,0.4246153846153846
1,65.93333333333334,0.0,0.5169230769230769
2,54.76666666666667,0.0,0.40923076923076923
3,59.63333333333333,0.0,0.36923076923076925
4,61.93333333333334,0.0,0.4430769230769231
5,50.70000000000001,0.0,0.49538461538461537
6,48.0,0.0,0.38153846153846155
7,57.26666666666667,0.0,0.5723076923076923
1,70.0,0.0,0.5784615384615385
2,54.03333333333333,0.0,0.37846153846153846
3,45.6,0.0,0.28
4,46.66666666666666,0.0,0.49846153846153846
5,45.66666666666666,0.0,0.4584615384615385
6,45.6,0.0,0.1076923076923077
3,63.133333333333326,0.0,0.5507692307692308
4,56.8,0.0,0.6553846153846153
5,53.333333333333336,0.0,0.6553846153846153
6,53.8,0.0,0.7723076923076924
7,55.7,0.0,0.563076923076923
1,54.4,0.0,0.5169230769230769
2,55.4,0.0,0.2276923076923077
3,50.6,0.0,0.3384615384615385
4,48.9,0.0,0.4707692307692308
5,50.4,0.0,0.7015384615384616
6,43.2,0.0,0.6461538461538462
7,43.6,0.0,0.27692307692307694
1,47.36666666666667,0.0,0.3076923076923077
2,46.66666666666666,0.0,0.4369230769230769
3,47.66666666666666,0.0,0.6153846153846154
4,55.6,0.0,0.7415384615384616
5,62.03333333333333,0.0,0.6892307692307692
6,38.53333333333333,1.0,0.3292307692307692
7,29.9,0.0,0.28615384615384615
1,30.53333333333333,0.0,0.3476923076923077
2,33.06666666666666,0.0,0.4707692307692308
3,39.6,0.0,0.39692307692307693
5,37.9,0.0,0.36615384615384616
6,38.46666666666667,0.0,0.4584615384615385
7,37.96666666666667,0.0,0.37846153846153846
1,44.9,0.0,0.37846153846153846
2,50.3,0.0,0.39384615384615385
3,41.23333333333333,0.0,0.39076923076923076
4,37.7,1.0,0.7753846153846153
5,38.06666666666667,0.0,0.8153846153846154
6,33.833333333333336,0.0,0.5784615384615385
7,31.73333333333333,1.0,0.07692307692307693
1,32.46666666666667,1.0,0.3323076923076923
2,33.13333333333333,0.0,0.3630769230769231
3,27.566666666666663,0.0,0.27692307692307694
4,21.8,1.0,0.11076923076923077
5,23.23333333333333,1.0,0.30153846153846153
6,20.933333333333334,1.0,0.12923076923076923
1,26.3,1.0,0.18153846153846154
2,17.0,1.0,0.015384615384615385
3,10.333333333333334,1.0,0.12307692307692308
4,5.066666666666666,0.0,0.03076923076923077
5,12.766666666666666,1.0,0.38461538461538464
6,22.2,1.0,0.13538461538461538
1,-0.2666666666666666,0.0,0.27692307692307694
2,19.433333333333334,0.0,0.37846153846153846
3,26.1,0.0,0.48923076923076925
4,34.96666666666667,0.0,0.40615384615384614
5,30.26666666666667,1.0,0.48615384615384616
6,35.06666666666666,1.0,0.10461538461538461
1,45.93333333333334,0.0,0.23692307692307693
2,29.666666666666668,0.0,0.28615384615384615
3,30.633333333333336,0.0,0.4676923076923077
4,34.233333333333334,1.0,0.23692307692307693
5,30.166666666666668,1.0,0.5292307692307693
6,36.3,0.0,0.4123076923076923
1,34.53333333333333,0.0,0.07236842105263158
2,39.16666666666666,0.0,0.41776315789473684
3,19.2,0.0,0.06907894736842106
4,10.5,1.0,0.06578947368421052
5,5.5,0.0,0.03289473684210526
6,7.3,0.0,0.08881578947368421
7,10.2,0.0,0.0
1,21.96666666666667,1.0,0.40131578947368424
2,38.5,1.0,0.375
3,33.0,0.0,0.23684210526315788
4,28.5,1.0,0.17434210526315788
5,22.03333333333333,0.0,0.6875
6,28.96666666666667,0.0,0.3092105263157895
7,26.633333333333336,0.0,0.2138157894736842
1,33.23333333333333,1.0,0.20065789473684212
2,38.06666666666667,0.0,0.375
3,34.300000000000004,0.0,0.3815789473684211
4,35.7,0.0,0.48355263157894735
5,38.86666666666667,0.0,0.631578947368421
6,49.2,0.0,0.6414473684210527
7,42.1,0.0,0.4967105263157895
1,39.6,0.0,0.6513157894736842
2,37.73333333333333,0.0,0.4769736842105263
3,38.1,0.0,0.5164473684210527
4,33.666666666666664,1.0,0.27631578947368424
5,28.46666666666667,1.0,0.6348684210526315
6,27.166666666666668,0.0,0.4605263157894737
7,27.23333333333333,1.0,0.14144736842105263
1,23.166666666666668,1.0,0.5460526315789473
2,37.06666666666667,0.0,0.47039473684210525
3,35.13333333333333,0.0,0.8421052631578947
4,21.9,0.0,0.2631578947368421
5,20.03333333333333,0.0,0.2598684210526316
6,22.2,0.0,0.15460526315789475
7,33.333333333333336,0.0,0.34210526315789475
1,34.93333333333333,0.0,0.5625
2,44.86666666666667,0.0,0.3355263157894737
3,31.6,1.0,0.24671052631578946
4,19.866666666666664,0.0,0.2532894736842105
5,25.3,0.0,0.506578947368421
6,41.2,0.0,0.3717105263157895
7,40.4,0.0,0.28618421052631576
1,35.13333333333333,0.0,0.41776315789473684
2,39.833333333333336,0.0,0.40131578947368424
3,34.06666666666667,0.0,0.2730263157894737
4,33.6,0.0,0.2631578947368421
5,44.43333333333334,0.0,0.7927631578947368
6,55.9,0.0,0.5164473684210527
7,49.76666666666667,0.0,0.2730263157894737
1,53.2,0.0,0.39473684210526316
2,59.23333333333333,0.0,0.2894736842105263
3,56.53333333333333,0.0,0.3684210526315789
4,51.06666666666666,0.0,0.21052631578947367
5,40.4,0.0,0.22697368421052633
6,30.33333333333333,1.0,0.02631578947368421
1,40.93333333333333,0.0,0.13815789473684212
2,50.93333333333334,0.0,0.13157894736842105
3,47.333333333333336,1.0,0.4967105263157895
4,32.2,1.0,0.125
5,27.6,0.0,0.26973684210526316
6,32.93333333333334,1.0,0.13815789473684212
7,41.3,0.0,0.23355263157894737
1,54.1,0.0,0.3026315789473684
2,54.66666666666666,0.0,0.3026315789473684
3,45.633333333333326,0.0,0.25
4,39.03333333333333,0.0,0.27960526315789475
5,31.7,0.0,0.24671052631578946
6,23.866666666666664,0.0,0.2236842105263158
3,23.33333333333333,0.0,0.05921052631578947
4,27.9,0.0,0.2532894736842105
5,37.63333333333333,1.0,0.3881578947368421
6,41.63333333333333,0.0,0.2730263157894737
7,40.66666666666666,0.0,0.046052631578947366
1,47.56666666666666,0.0,0.34539473684210525
2,42.76666666666667,0.0,0.19407894736842105
3,32.46666666666667,0.0,0.18092105263157895
4,36.333333333333336,0.0,0.24671052631578946
5,58.333333333333336,0.0,0.618421052631579
6,42.96666666666667,0.0,0.34210526315789475
7,52.5,0.0,0.3651315789473684
1,50.0,0.0,0.4309210526315789
2,42.36666666666667,0.0,0.26973684210526316
3,41.4,0.0,0.2565789473684211
4,44.06666666666666,0.0,0.32894736842105265
5,39.46666666666667,0.0,0.6118421052631579
6,43.7,0.0,0.7894736842105263
7,49.03333333333333,0.0,0.3256578947368421
1,50.56666666666666,0.0,0.34868421052631576
2,48.9,0.0,0.3980263157894737
3,44.43333333333334,0.0,0.13815789473684212
4,42.2,0.0,0.2532894736842105
5,43.0,0.0,0.375
6,49.16666666666666,0.0,0.34539473684210525
7,63.333333333333336,0.0,0.5592105263157895
1,67.8,0.0,0.3026315789473684
2,47.46666666666667,0.0,0.3684210526315789
3,47.3,0.0,0.4473684210526316
4,50.46666666666667,0.0,0.24342105263157895
5,55.53333333333333,0.0,0.5986842105263158
6,69.10000000000001,0.0,0.743421052631579
7,67.5,0.0,0.3157894736842105
1,58.86666666666667,0.0,0.5296052631578947
2,55.93333333333334,0.0,0.47368421052631576
3,64.13333333333334,0.0,0.5493421052631579
4,58.23333333333333,0.0,0.40131578947368424
5,50.26666666666667,0.0,0.7368421052631579
6,49.0,0.0,0.3618421052631579
7,52.9,0.0,0.3684210526315789
1,56.2,0.0,0.4769736842105263
2,64.23333333333333,0.0,0.5460526315789473
3,70.10000000000001,0.0,0.5493421052631579
4,54.6,0.0,0.41118421052631576
5,49.0,0.0,0.7927631578947368
6,45.63333333333333,0.0,0.08223684210526316
7,44.96666666666667,0.0,0.21710526315789475
3,38.7,0.0,0.7697368421052632
4,47.2,0.0,0.4309210526315789
5,45.7,0.0,0.6513157894736842
6,45.1,0.0,0.5427631578947368
7,50.833333333333336,0.0,0.5986842105263158
1,41.9,0.0,0.4144736842105263
2,41.766666666666666,0.0,0.28618421052631576
3,37.5,0.0,0.5493421052631579
4,37.96666666666667,0.0,0.2138157894736842
5,25.2,1.0,0.28618421052631576
6,29.3,0.0,0.3190789473684211
7,37.8,0.0,0.24671052631578946
1,37.06666666666666,0.0,0.41776315789473684
2,39.0,0.0,0.35855263157894735
3,47.1,0.0,0.3881578947368421
4,35.96666666666667,0.0,0.5723684210526315
5,38.56666666666666,0.0,0.4934210526315789
6,43.26666666666667,1.0,0.3519736842105263
7,34.9,0.0,0.3256578947368421
1,37.9,0.0,0.5625
2,41.86666666666667,0.0,0.26973684210526316
3,28.96666666666667,0.0,0.2138157894736842
5,42.833333333333336,0.0,0.3026315789473684
6,48.333333333333336,0.0,0.40460526315789475
7,37.73333333333333,0.0,0.24671052631578946
1,43.9,0.0,0.6019736842105263
2,54.73333333333333,0.0,0.631578947368421
3,43.633333333333326,0.0,0.5921052631578947
4,46.2,0.0,0.5263157894736842
6,41.73333333333333,0.0,0.5493421052631579
7,41.9,0.0,0.27960526315789475
1,55.36666666666667,0.0,0.7171052631578947
2,41.73333333333333,0.0,0.3980263157894737
3,31.066666666666663,0.0,0.39473684210526316
4,25.2,1.0,0.1118421052631579
5,24.266666666666666,0.0,0.4769736842105263
6,29.4,1.0,0.2236842105263158
7,26.133333333333336,0.0,0.24013157894736842
1,30.53333333333333,1.0,0.4901315789473684
2,25.0,1.0,0.3059210526315789
3,26.7,1.0,0.35855263157894735
4,25.266666666666666,1.0,0.41776315789473684
5,25.566666666666663,1.0,0.5822368421052632
6,38.3,0.0,0.5953947368421053
7,35.7,0.0,0.45394736842105265
1,42.76666666666667,0.0,0.4473684210526316
2,43.13333333333333,0.0,0.569078947368421
3,34.666666666666664,0.0,0.3717105263157895
4,34.833333333333336,0.0,0.5131578947368421
5,37.7,0.0,0.6348684210526315
6,32.300000000000004,0.0,0.40460526315789475
4,5.966666666666666,1.0,0.03289473684210526
6,10.333333333333334,1.0,0.09868421052631579
2,-3.633333333333333,0.0,0.0
3,11.1,1.0,0.04
4,7.733333333333334,1.0,0.11428571428571428
5,4.466666666666666,0.0,0.2914285714285714
6,5.766666666666667,0.0,0.06857142857142857
1,33.53333333333333,1.0,0.16857142857142857
2,29.8,0.0,0.2571428571428571
3,37.2,0.0,0.4514285714285714
4,55.8,0.0,0.39714285714285713
5,24.633333333333336,1.0,0.4142857142857143
6,14.066666666666668,1.0,0.15714285714285714
7,11.633333333333333,1.0,0.005714285714285714
2,13.6,1.0,0.14857142857142858
3,13.033333333333331,0.0,0.24857142857142858
4,21.0,0.0,0.18285714285714286
5,30.933333333333337,0.0,0.42
6,38.2,0.0,0.4828571428571429
7,40.66666666666666,0.0,0.44571428571428573
1,48.13333333333333,0.0,0.46285714285714286
2,35.63333333333333,1.0,0.44857142857142857
3,28.933333333333334,1.0,0.1457142857142857
4,31.566666666666663,0.0,0.2257142857142857
5,41.6,0.0,0.5742857142857143
6,47.76666666666667,0.0,0.5485714285714286
7,34.86666666666667,0.0,0.31142857142857144
1,28.2,1.0,0.2571428571428571
2,21.5,0.0,0.21428571428571427
3,34.86666666666667,0.0,0.41714285714285715
4,28.83333333333333,0.0,0.5114285714285715
5,11.266666666666666,0.0,0.32
6,26.433333333333334,0.0,0.19428571428571428
2,11.866666666666667,1.0,0.07428571428571429
1,15.666666666666666,0.0,0.02857142857142857
2,20.066666666666663,0.0,0.24
3,31.866666666666664,0.0,0.28285714285714286
4,40.46666666666667,0.0,0.38857142857142857
5,35.733333333333334,0.0,0.2914285714285714
6,24.066666666666663,1.0,0.12285714285714286
7,27.46666666666667,1.0,0.07142857142857142
1,42.73333333333333,0.0,0.17714285714285713
2,58.833333333333336,0.0,0.23714285714285716
3,33.0,1.0,0.22285714285714286
4,33.766666666666666,0.0,0.32857142857142857
5,40.16666666666666,0.0,0.31142857142857144
6,37.13333333333333,0.0,0.34
7,41.03333333333333,0.0,0.2714285714285714
1,40.1,0.0,0.18
2,47.86666666666667,0.0,0.36857142857142855
3,51.03333333333333,0.0,0.24
4,38.66666666666666,0.0,0.7742857142857142
5,36.66666666666666,0.0,0.37142857142857144
6,37.0,0.0,0.2914285714285714
7,37.5,0.0,0.24857142857142858
1,36.766666666666666,1.0,0.29428571428571426
2,35.5,1.0,0.26
3,31.266666666666666,1.0,0.26857142857142857
4,28.33333333333333,1.0,0.28
5,29.433333333333334,0.0,0.5228571428571429
6,32.1,0.0,0.3485714285714286
7,33.833333333333336,0.0,0.16285714285714287
1,35.666666666666664,0.0,0.2857142857142857
2,31.633333333333336,1.0,0.22
3,30.433333333333334,0.0,0.29428571428571426
4,38.93333333333333,0.0,0.36857142857142855
5,32.233333333333334,0.0,0.40285714285714286
6,35.86666666666667,1.0,0.6142857142857143
7,38.63333333333333,0.0,0.3657142857142857
1,40.333333333333336,0.0,0.28
2,33.2,0.0,0.42857142857142855
3,33.36666666666667,0.0,0.3628571428571429
4,34.43333333333333,0.0,0.31142857142857144
5,35.96666666666667,0.0,0.5428571428571428
6,35.73333333333333,0.0,0.24857142857142858
7,34.266666666666666,0.0,0.32857142857142857
1,39.93333333333333,0.0,0.38571428571428573
2,49.23333333333333,0.0,0.32285714285714284
3,45.03333333333334,0.0,0.3628571428571429
4,44.66666666666666,0.0,0.19142857142857142
5,38.8,0.0,0.4057142857142857
6,44.23333333333333,0.0,0.3657142857142857
7,33.53333333333333,0.0,0.49714285714285716
1,31.866666666666664,0.0,0.32
2,39.86666666666667,0.0,0.12285714285714286
3,32.4,1.0,0.39714285714285713
4,31.566666666666663,1.0,0.3142857142857143
5,35.1,1.0,0.38
6,28.633333333333336,0.0,0.20857142857142857
7,30.46666666666667,0.0,0.16
1,33.46666666666667,1.0,0.28285714285714286
2,35.56666666666667,0.0,0.4342857142857143
3,48.13333333333333,0.0,0.5914285714285714
4,58.63333333333333,0.0,0.54
5,44.86666666666667,0.0,0.6257142857142857
6,39.86666666666667,0.0,0.3628571428571429
7,36.43333333333334,0.0,0.11714285714285715
1,31.03333333333333,1.0,0.48857142857142855
2,34.5,1.0,0.3914285714285714
3,34.300000000000004,0.0,0.18571428571428572
4,39.5,1.0,0.46285714285714286
5,45.0,0.0,0.6885714285714286
6,46.1,0.0,0.32857142857142857
7,50.1,0.0,0.38857142857142857
1,49.63333333333333,0.0,0.44
2,53.63333333333333,0.0,0.43142857142857144
3,47.96666666666667,0.0,0.5371428571428571
4,47.46666666666667,0.0,0.48857142857142855
5,51.63333333333333,0.0,0.6028571428571429
6,42.6,0.0,0.3342857142857143
7,43.2,0.0,0.4657142857142857
1,55.66666666666666,0.0,0.6542857142857142
5,44.6,0.0,0.64
6,41.8,0.0,0.6342857142857142
7,48.03333333333333,0.0,0.3514285714285714
1,47.93333333333334,0.0,0.4114285714285714
2,47.833333333333336,0.0,0.5742857142857143
3,38.3,0.0,0.3514285714285714
4,35.43333333333334,0.0,0.32571428571428573
5,34.300000000000004,1.0,0.44571428571428573
6,25.133333333333336,0.0,0.2542857142857143
7,32.233333333333334,0.0,0.24571428571428572
1,33.56666666666667,1.0,0.35714285714285715
2,25.33333333333333,1.0,0.13428571428571429
3,25.03333333333333,0.0,0.22
4,30.96666666666667,1.0,0.37142857142857144
5,33.9,1.0,0.48857142857142855
6,34.333333333333336,1.0,0.31142857142857144
7,33.800000000000004,1.0,0.19428571428571428
1,27.866666666666664,0.0,0.22
2,31.933333333333334,1.0,0.3914285714285714
3,32.1,0.0,0.5114285714285715
5,39.53333333333333,0.0,0.54
6,45.13333333333333,0.0,0.38571428571428573
7,38.66666666666666,0.0,0.03428571428571429
1,31.433333333333334,1.0,0.0
2,23.83333333333333,1.0,0.21428571428571427
3,21.633333333333336,1.0,0.43714285714285717
4,30.33333333333333,1.0,0.32285714285714284
5,34.833333333333336,0.0,0.54
6,37.46666666666667,0.0,0.7342857142857143
7,43.1,0.0,0.4257142857142857
1,34.63333333333333,1.0,0.5971428571428572
2,30.666666666666668,1.0,0.46285714285714286
3,28.166666666666668,1.0,0.42857142857142855
4,30.566666666666663,0.0,0.44857142857142857
5,21.433333333333334,0.0,0.5285714285714286
6,23.766666666666666,0.0,0.5057142857142857
7,23.366666666666664,0.0,0.36857142857142855
1,23.366666666666664,0.0,0.44571428571428573
2,29.03333333333333,0.0,0.31142857142857144
3,34.86666666666667,1.0,0.5628571428571428
4,32.833333333333336,0.0,0.42857142857142855
